Table Names,provincia,poblacion,total,nuevas,mes,anio
muertes_covid_provincias_mensual_2020.csv,Imbabura,476257,169,46,10,2020
muertes_covid_provincias_mensual_2020.csv,Loja,521154,222,24,10,2020
muertes_covid_provincias_mensual_2020.csv,Los Ríos,921763,342,5,10,2020
muertes_covid_provincias_mensual_2020.csv,Manabí,1562079,1023,85,10,2020
muertes_covid_provincias_mensual_2020.csv,Morona Santiago,196535,22,1,10,2020
muertes_covid_provincias_mensual_2020.csv,Napo,133705,74,5,10,2020
muertes_covid_provincias_mensual_2020.csv,Orellana,161338,53,2,10,2020
muertes_covid_provincias_mensual_2020.csv,Pastaza,114202,60,8,10,2020
muertes_covid_provincias_mensual_2020.csv,Pichincha,3228233,1785,343,10,2020
muertes_covid_provincias_mensual_2020.csv,Santa Elena,401178,368,0,10,2020
muertes_covid_provincias_mensual_2020.csv,Sto. Domingo Tsáchilas,511151,361,14,10,2020
muertes_covid_provincias_mensual_2020.csv,Sucumbíos,230503,92,2,10,2020
muertes_covid_provincias_mensual_2020.csv,Tungurahua,590600,276,26,10,2020
muertes_covid_provincias_mensual_2020.csv,Zamora Chinchipe,120416,53,3,10,2020
muertes_covid_provincias_mensual_2020.csv,Azuay,881394,210,15,11,2020
muertes_covid_provincias_mensual_2020.csv,Bolívar,209933,69,3,11,2020
muertes_covid_provincias_mensual_2020.csv,Carchi,186869,110,6,11,2020
muertes_covid_provincias_mensual_2020.csv,Cañar,281396,89,7,11,2020
muertes_covid_provincias_mensual_2020.csv,Chimborazo,524004,335,22,11,2020
muertes_covid_provincias_mensual_2020.csv,Cotopaxi,488716,296,17,11,2020
muertes_covid_provincias_mensual_2020.csv,El Oro,715751,548,84,11,2020
muertes_covid_provincias_mensual_2020.csv,Esmeraldas,591083,222,6,11,2020
muertes_covid_provincias_mensual_2020.csv,Galápagos,33042,2,1,11,2020
muertes_covid_provincias_mensual_2020.csv,Guayas,4387434,1784,47,11,2020
muertes_covid_provincias_mensual_2020.csv,Imbabura,476257,185,16,11,2020
muertes_covid_provincias_mensual_2020.csv,Loja,521154,241,19,11,2020
muertes_covid_provincias_mensual_2020.csv,Los Ríos,921763,353,11,11,2020
muertes_covid_provincias_mensual_2020.csv,Manabí,1562079,1188,165,11,2020
muertes_covid_provincias_mensual_2020.csv,Morona Santiago,196535,29,7,11,2020
muertes_covid_provincias_mensual_2020.csv,Napo,133705,75,1,11,2020
muertes_covid_provincias_mensual_2020.csv,Orellana,161338,53,0,11,2020
muertes_covid_provincias_mensual_2020.csv,Pastaza,114202,60,0,11,2020
muertes_covid_provincias_mensual_2020.csv,Pichincha,3228233,1982,197,11,2020
muertes_covid_provincias_mensual_2020.csv,Santa Elena,401178,382,14,11,2020
muertes_covid_provincias_mensual_2020.csv,Sto. Domingo Tsáchilas,511151,367,6,11,2020
muertes_covid_provincias_mensual_2020.csv,Sucumbíos,230503,97,5,11,2020
muertes_covid_provincias_mensual_2020.csv,Tungurahua,590600,293,17,11,2020
muertes_covid_provincias_mensual_2020.csv,Zamora Chinchipe,120416,54,1,11,2020
muertes_covid_provincias_mensual_2020.csv,Azuay,881394,222,12,12,2020
muertes_covid_provincias_mensual_2020.csv,Bolívar,209933,71,2,12,2020
muertes_covid_provincias_mensual_2020.csv,Carchi,186869,122,12,12,2020
muertes_covid_provincias_mensual_2020.csv,Cañar,281396,103,14,12,2020
muertes_covid_provincias_mensual_2020.csv,Chimborazo,524004,344,9,12,2020
muertes_covid_provincias_mensual_2020.csv,Cotopaxi,488716,311,15,12,2020
muertes_covid_provincias_mensual_2020.csv,El Oro,715751,569,21,12,2020
muertes_covid_provincias_mensual_2020.csv,Esmeraldas,591083,241,19,12,2020
muertes_covid_provincias_mensual_2020.csv,Galápagos,33042,4,2,12,2020
muertes_covid_provincias_mensual_2020.csv,Guayas,4387434,1859,75,12,2020
muertes_covid_provincias_mensual_2020.csv,Imbabura,476257,214,29,12,2020
muertes_covid_provincias_mensual_2020.csv,Loja,521154,246,5,12,2020
muertes_covid_provincias_mensual_2020.csv,Los Ríos,921763,361,8,12,2020
muertes_covid_provincias_mensual_2020.csv,Manabí,1562079,1297,109,12,2020
muertes_covid_provincias_mensual_2020.csv,Morona Santiago,196535,36,7,12,2020
muertes_covid_provincias_mensual_2020.csv,Napo,133705,78,3,12,2020
muertes_covid_provincias_mensual_2020.csv,Orellana,161338,53,0,12,2020
muertes_covid_provincias_mensual_2020.csv,Pastaza,114202,63,3,12,2020
muertes_covid_provincias_mensual_2020.csv,Pichincha,3228233,2025,43,12,2020
muertes_covid_provincias_mensual_2020.csv,Santa Elena,401178,385,3,12,2020
muertes_covid_provincias_mensual_2020.csv,Sto. Domingo Tsáchilas,511151,374,7,12,2020
muertes_covid_provincias_mensual_2020.csv,Sucumbíos,230503,98,1,12,2020
muertes_covid_provincias_mensual_2020.csv,Tungurahua,590600,341,48,12,2020
muertes_covid_provincias_mensual_2020.csv,Zamora Chinchipe,120416,56,2,12,2020
