provincia,poblacion,total,nuevas,lat,lng,semana,anio
Chimborazo,524004,5865,13,"-1,674347","-78,648294",36,2021
Cotopaxi,488716,6321,12,"-0,933333","-78,616667",36,2021
El Oro,715751,15169,38,"-3,266667","-79,966667",36,2021
Esmeraldas,591083,4748,23,"1,05","-79,2",36,2021
Galápagos,33042,564,1,"-0,8","-89,4",36,2021
Guayas,4387434,42457,232,"-2,183333","-79,883333",36,2021
Imbabura,476257,11158,37,"0,362678","-78,130667",36,2021
Loja,521154,10489,23,"-3,983333","-79,2",36,2021
Los Ríos,921763,8127,15,"-1,8","-79,533333",36,2021
Manabí,1562079,18274,66,"-1,056181","-80,455217",36,2021
Morona Santiago,196535,3077,14,"-2,3","-78,116667",36,2021
Napo,133705,2217,9,"-0,989","-77,8159",36,2021
Orellana,161338,1537,4,"-0,466667","-76,966667",36,2021
Pastaza,114202,1213,25,"-1,066667","-78,001111",36,2021
Pichincha,3228233,110339,694,"-0,218611","-78,509722",36,2021
Santa Elena,401178,1837,3,"-2,2267","-80,8583",36,2021
Sto. Domingo Tsáchilas,511151,6243,24,"-0,254167","-79,171944",36,2021
Sucumbíos,230503,2943,12,"0,084722","-76,882778",36,2021
Tungurahua,590600,8112,42,"-1,241667","-78,619722",36,2021
Zamora Chinchipe,120416,1356,2,"-4,12","-78,8",36,2021
Azuay,881394,14525,107,"-2,897414","-79,004481",37,2021
Bolívar,209933,4489,14,"-1,605556","-79,003056",37,2021
Carchi,186869,6116,6,"0,81218","-77,71633",37,2021
Cañar,281396,3645,30,"-2,733333","-78,833333",37,2021
Chimborazo,524004,5874,9,"-1,674347","-78,648294",37,2021
Cotopaxi,488716,6342,21,"-0,933333","-78,616667",37,2021
El Oro,715751,15201,32,"-3,266667","-79,966667",37,2021
Esmeraldas,591083,4756,8,"1,05","-79,2",37,2021
Galápagos,33042,567,3,"-0,8","-89,4",37,2021
Guayas,4387434,42728,271,"-2,183333","-79,883333",37,2021
Imbabura,476257,11186,28,"0,362678","-78,130667",37,2021
Loja,521154,10511,22,"-3,983333","-79,2",37,2021
Los Ríos,921763,8154,27,"-1,8","-79,533333",37,2021
Manabí,1562079,18352,78,"-1,056181","-80,455217",37,2021
Morona Santiago,196535,3092,15,"-2,3","-78,116667",37,2021
Napo,133705,2229,12,"-0,989","-77,8159",37,2021
Orellana,161338,1546,9,"-0,466667","-76,966667",37,2021
Pastaza,114202,1215,2,"-1,066667","-78,001111",37,2021
Pichincha,3228233,111233,894,"-0,218611","-78,509722",37,2021
Santa Elena,401178,1865,28,"-2,2267","-80,8583",37,2021
Sto. Domingo Tsáchilas,511151,6269,26,"-0,254167","-79,171944",37,2021
Sucumbíos,230503,2958,15,"0,084722","-76,882778",37,2021
Tungurahua,590600,8178,66,"-1,241667","-78,619722",37,2021
Zamora Chinchipe,120416,1358,2,"-4,12","-78,8",37,2021
Azuay,881394,14624,99,"-2,897414","-79,004481",38,2021
Bolívar,209933,4502,13,"-1,605556","-79,003056",38,2021
Carchi,186869,6129,13,"0,81218","-77,71633",38,2021
Cañar,281396,3662,17,"-2,733333","-78,833333",38,2021
Chimborazo,524004,5881,7,"-1,674347","-78,648294",38,2021
Cotopaxi,488716,6358,16,"-0,933333","-78,616667",38,2021
El Oro,715751,15237,36,"-3,266667","-79,966667",38,2021
Esmeraldas,591083,4793,37,"1,05","-79,2",38,2021
Galápagos,33042,567,0,"-0,8","-89,4",38,2021
Guayas,4387434,42948,220,"-2,183333","-79,883333",38,2021
Imbabura,476257,11251,65,"0,362678","-78,130667",38,2021
Loja,521154,10547,36,"-3,983333","-79,2",38,2021
Los Ríos,921763,8168,14,"-1,8","-79,533333",38,2021
Manabí,1562079,18421,69,"-1,056181","-80,455217",38,2021
Morona Santiago,196535,3101,9,"-2,3","-78,116667",38,2021
Napo,133705,2245,16,"-0,989","-77,8159",38,2021
Orellana,161338,1563,17,"-0,466667","-76,966667",38,2021
Pastaza,114202,1221,6,"-1,066667","-78,001111",38,2021
Pichincha,3228233,112081,848,"-0,218611","-78,509722",38,2021
Santa Elena,401178,1869,4,"-2,2267","-80,8583",38,2021
Sto. Domingo Tsáchilas,511151,6308,39,"-0,254167","-79,171944",38,2021
Sucumbíos,230503,2969,11,"0,084722","-76,882778",38,2021
Tungurahua,590600,8235,57,"-1,241667","-78,619722",38,2021
Zamora Chinchipe,120416,1361,3,"-4,12","-78,8",38,2021
Azuay,881394,14779,155,"-2,897414","-79,004481",39,2021
Bolívar,209933,4514,12,"-1,605556","-79,003056",39,2021
Carchi,186869,6144,15,"0,81218","-77,71633",39,2021
Cañar,281396,3685,23,"-2,733333","-78,833333",39,2021
Chimborazo,524004,5897,16,"-1,674347","-78,648294",39,2021
Cotopaxi,488716,6384,26,"-0,933333","-78,616667",39,2021
El Oro,715751,15301,64,"-3,266667","-79,966667",39,2021
Esmeraldas,591083,4795,2,"1,05","-79,2",39,2021
Galápagos,33042,570,3,"-0,8","-89,4",39,2021
Guayas,4387434,43380,432,"-2,183333","-79,883333",39,2021
Imbabura,476257,11299,48,"0,362678","-78,130667",39,2021
Loja,521154,10571,24,"-3,983333","-79,2",39,2021
Los Ríos,921763,8176,8,"-1,8","-79,533333",39,2021
Manabí,1562079,18461,40,"-1,056181","-80,455217",39,2021
Morona Santiago,196535,3117,16,"-2,3","-78,116667",39,2021
Napo,133705,2283,38,"-0,989","-77,8159",39,2021
Orellana,161338,1581,18,"-0,466667","-76,966667",39,2021
Pastaza,114202,1224,3,"-1,066667","-78,001111",39,2021
Pichincha,3228233,113386,1305,"-0,218611","-78,509722",39,2021
Santa Elena,401178,1874,5,"-2,2267","-80,8583",39,2021
Sto. Domingo Tsáchilas,511151,6326,18,"-0,254167","-79,171944",39,2021
Sucumbíos,230503,2983,14,"0,084722","-76,882778",39,2021
Tungurahua,590600,8249,14,"-1,241667","-78,619722",39,2021
Zamora Chinchipe,120416,1361,0,"-4,12","-78,8",39,2021
Azuay,881394,14860,81,"-2,897414","-79,004481",40,2021
Bolívar,209933,4520,6,"-1,605556","-79,003056",40,2021
Carchi,186869,6150,6,"0,81218","-77,71633",40,2021
Cañar,281396,3703,18,"-2,733333","-78,833333",40,2021
Chimborazo,524004,5906,9,"-1,674347","-78,648294",40,2021
Cotopaxi,488716,6396,12,"-0,933333","-78,616667",40,2021
El Oro,715751,15328,27,"-3,266667","-79,966667",40,2021
Esmeraldas,591083,4803,8,"1,05","-79,2",40,2021
Galápagos,33042,571,1,"-0,8","-89,4",40,2021
Guayas,4387434,43555,175,"-2,183333","-79,883333",40,2021
Imbabura,476257,11333,34,"0,362678","-78,130667",40,2021
Loja,521154,10583,12,"-3,983333","-79,2",40,2021
Los Ríos,921763,8184,8,"-1,8","-79,533333",40,2021
Manabí,1562079,18491,30,"-1,056181","-80,455217",40,2021
Morona Santiago,196535,3131,14,"-2,3","-78,116667",40,2021
Napo,133705,2298,15,"-0,989","-77,8159",40,2021
Orellana,161338,1595,14,"-0,466667","-76,966667",40,2021
Pastaza,114202,1225,1,"-1,066667","-78,001111",40,2021
Pichincha,3228233,113955,569,"-0,218611","-78,509722",40,2021
Santa Elena,401178,1878,4,"-2,2267","-80,8583",40,2021
Sto. Domingo Tsáchilas,511151,6340,14,"-0,254167","-79,171944",40,2021
Sucumbíos,230503,3002,19,"0,084722","-76,882778",40,2021
Tungurahua,590600,8262,13,"-1,241667","-78,619722",40,2021
Zamora Chinchipe,120416,1361,0,"-4,12","-78,8",40,2021
Azuay,881394,14913,53,"-2,897414","-79,004481",41,2021
Bolívar,209933,4551,31,"-1,605556","-79,003056",41,2021
Carchi,186869,6190,40,"0,81218","-77,71633",41,2021
Cañar,281396,3713,10,"-2,733333","-78,833333",41,2021
Chimborazo,524004,5923,17,"-1,674347","-78,648294",41,2021
Cotopaxi,488716,6412,16,"-0,933333","-78,616667",41,2021
El Oro,715751,15348,20,"-3,266667","-79,966667",41,2021
Esmeraldas,591083,4820,17,"1,05","-79,2",41,2021
Galápagos,33042,574,3,"-0,8","-89,4",41,2021
Guayas,4387434,43707,152,"-2,183333","-79,883333",41,2021
Imbabura,476257,11414,81,"0,362678","-78,130667",41,2021
Loja,521154,10600,17,"-3,983333","-79,2",41,2021
Los Ríos,921763,8201,17,"-1,8","-79,533333",41,2021
Manabí,1562079,18570,79,"-1,056181","-80,455217",41,2021
Morona Santiago,196535,3144,13,"-2,3","-78,116667",41,2021
Napo,133705,2310,12,"-0,989","-77,8159",41,2021
Orellana,161338,1607,12,"-0,466667","-76,966667",41,2021
Pastaza,114202,1234,9,"-1,066667","-78,001111",41,2021
Pichincha,3228233,114843,888,"-0,218611","-78,509722",41,2021
Santa Elena,401178,1882,4,"-2,2267","-80,8583",41,2021
Sto. Domingo Tsáchilas,511151,6404,64,"-0,254167","-79,171944",41,2021
Sucumbíos,230503,3027,25,"0,084722","-76,882778",41,2021
Tungurahua,590600,8305,43,"-1,241667","-78,619722",41,2021
Zamora Chinchipe,120416,1370,9,"-4,12","-78,8",41,2021
Azuay,881394,15047,134,"-2,897414","-79,004481",42,2021
Bolívar,209933,4561,10,"-1,605556","-79,003056",42,2021
Carchi,186869,6208,18,"0,81218","-77,71633",42,2021
Cañar,281396,3725,12,"-2,733333","-78,833333",42,2021
Chimborazo,524004,5941,18,"-1,674347","-78,648294",42,2021
Cotopaxi,488716,6439,27,"-0,933333","-78,616667",42,2021
El Oro,715751,15418,70,"-3,266667","-79,966667",42,2021
Esmeraldas,591083,4824,4,"1,05","-79,2",42,2021
Galápagos,33042,576,2,"-0,8","-89,4",42,2021
Guayas,4387434,43851,144,"-2,183333","-79,883333",42,2021
Imbabura,476257,11461,47,"0,362678","-78,130667",42,2021
Loja,521154,10621,21,"-3,983333","-79,2",42,2021
Los Ríos,921763,8219,18,"-1,8","-79,533333",42,2021
Manabí,1562079,18698,128,"-1,056181","-80,455217",42,2021
Morona Santiago,196535,3168,24,"-2,3","-78,116667",42,2021
Napo,133705,2334,24,"-0,989","-77,8159",42,2021
Orellana,161338,1631,24,"-0,466667","-76,966667",42,2021
Pastaza,114202,1239,5,"-1,066667","-78,001111",42,2021
Pichincha,3228233,115951,1108,"-0,218611","-78,509722",42,2021
Santa Elena,401178,1898,16,"-2,2267","-80,8583",42,2021
Sto. Domingo Tsáchilas,511151,6421,17,"-0,254167","-79,171944",42,2021
Sucumbíos,230503,3051,24,"0,084722","-76,882778",42,2021
Tungurahua,590600,8361,56,"-1,241667","-78,619722",42,2021
Zamora Chinchipe,120416,1375,5,"-4,12","-78,8",42,2021
Azuay,881394,15168,121,"-2,897414","-79,004481",43,2021
Bolívar,209933,4614,53,"-1,605556","-79,003056",43,2021
Carchi,186869,6218,10,"0,81218","-77,71633",43,2021
Cañar,281396,3749,24,"-2,733333","-78,833333",43,2021
Chimborazo,524004,5955,14,"-1,674347","-78,648294",43,2021
Cotopaxi,488716,6447,8,"-0,933333","-78,616667",43,2021
El Oro,715751,15474,56,"-3,266667","-79,966667",43,2021
Esmeraldas,591083,4842,18,"1,05","-79,2",43,2021
Galápagos,33042,579,3,"-0,8","-89,4",43,2021
Guayas,4387434,43983,132,"-2,183333","-79,883333",43,2021
Imbabura,476257,11516,55,"0,362678","-78,130667",43,2021
Loja,521154,10641,20,"-3,983333","-79,2",43,2021
Los Ríos,921763,8234,15,"-1,8","-79,533333",43,2021
Manabí,1562079,18810,112,"-1,056181","-80,455217",43,2021
Morona Santiago,196535,3207,39,"-2,3","-78,116667",43,2021
Napo,133705,2400,66,"-0,989","-77,8159",43,2021
Orellana,161338,1700,69,"-0,466667","-76,966667",43,2021
Pastaza,114202,1259,20,"-1,066667","-78,001111",43,2021
Pichincha,3228233,116644,693,"-0,218611","-78,509722",43,2021
Santa Elena,401178,1904,6,"-2,2267","-80,8583",43,2021
Sto. Domingo Tsáchilas,511151,6437,16,"-0,254167","-79,171944",43,2021
Sucumbíos,230503,3085,34,"0,084722","-76,882778",43,2021
Tungurahua,590600,8391,30,"-1,241667","-78,619722",43,2021
Zamora Chinchipe,120416,1391,16,"-4,12","-78,8",43,2021
Azuay,881394,15253,85,"-2,897414","-79,004481",44,2021
Bolívar,209933,4640,26,"-1,605556","-79,003056",44,2021
Carchi,186869,6228,10,"0,81218","-77,71633",44,2021
Cañar,281396,3761,12,"-2,733333","-78,833333",44,2021
Chimborazo,524004,5968,13,"-1,674347","-78,648294",44,2021
Cotopaxi,488716,6470,23,"-0,933333","-78,616667",44,2021
El Oro,715751,15549,75,"-3,266667","-79,966667",44,2021
Esmeraldas,591083,4852,10,"1,05","-79,2",44,2021
Galápagos,33042,580,1,"-0,8","-89,4",44,2021
Guayas,4387434,44160,177,"-2,183333","-79,883333",44,2021
Imbabura,476257,11536,20,"0,362678","-78,130667",44,2021
Loja,521154,10660,19,"-3,983333","-79,2",44,2021
Los Ríos,921763,8258,24,"-1,8","-79,533333",44,2021
Manabí,1562079,18969,159,"-1,056181","-80,455217",44,2021
Morona Santiago,196535,3215,8,"-2,3","-78,116667",44,2021
Napo,133705,2431,31,"-0,989","-77,8159",44,2021
Orellana,161338,1722,22,"-0,466667","-76,966667",44,2021
Pastaza,114202,1294,35,"-1,066667","-78,001111",44,2021
Pichincha,3228233,118017,1373,"-0,218611","-78,509722",44,2021
Santa Elena,401178,1907,3,"-2,2267","-80,8583",44,2021
Sto. Domingo Tsáchilas,511151,6469,32,"-0,254167","-79,171944",44,2021
Sucumbíos,230503,3097,12,"0,084722","-76,882778",44,2021
Tungurahua,590600,8418,27,"-1,241667","-78,619722",44,2021
Zamora Chinchipe,120416,1414,23,"-4,12","-78,8",44,2021
Azuay,881394,15374,121,"-2,897414","-79,004481",45,2021
Bolívar,209933,4687,47,"-1,605556","-79,003056",45,2021
Carchi,186869,6243,15,"0,81218","-77,71633",45,2021
Cañar,281396,3778,17,"-2,733333","-78,833333",45,2021
Chimborazo,524004,6004,36,"-1,674347","-78,648294",45,2021
Cotopaxi,488716,6500,30,"-0,933333","-78,616667",45,2021
El Oro,715751,15652,103,"-3,266667","-79,966667",45,2021
Esmeraldas,591083,4875,23,"1,05","-79,2",45,2021
Galápagos,33042,581,1,"-0,8","-89,4",45,2021
Guayas,4387434,44436,276,"-2,183333","-79,883333",45,2021
Imbabura,476257,11571,35,"0,362678","-78,130667",45,2021
Loja,521154,10695,35,"-3,983333","-79,2",45,2021
Los Ríos,921763,8296,38,"-1,8","-79,533333",45,2021
Manabí,1562079,19218,249,"-1,056181","-80,455217",45,2021
Morona Santiago,196535,3247,32,"-2,3","-78,116667",45,2021
Napo,133705,2524,93,"-0,989","-77,8159",45,2021
Orellana,161338,1793,71,"-0,466667","-76,966667",45,2021
Pastaza,114202,1374,80,"-1,066667","-78,001111",45,2021
Pichincha,3228233,118857,840,"-0,218611","-78,509722",45,2021
Santa Elena,401178,1914,7,"-2,2267","-80,8583",45,2021
Sto. Domingo Tsáchilas,511151,6511,42,"-0,254167","-79,171944",45,2021
Sucumbíos,230503,3173,76,"0,084722","-76,882778",45,2021
Tungurahua,590600,8453,35,"-1,241667","-78,619722",45,2021
Zamora Chinchipe,120416,1422,8,"-4,12","-78,8",45,2021
Azuay,881394,15468,94,"-2,897414","-79,004481",46,2021
Bolívar,209933,4716,29,"-1,605556","-79,003056",46,2021
Carchi,186869,6293,50,"0,81218","-77,71633",46,2021
Cañar,281396,3793,15,"-2,733333","-78,833333",46,2021
Chimborazo,524004,6036,32,"-1,674347","-78,648294",46,2021
Cotopaxi,488716,6546,46,"-0,933333","-78,616667",46,2021
El Oro,715751,15776,124,"-3,266667","-79,966667",46,2021
Esmeraldas,591083,4935,60,"1,05","-79,2",46,2021
Galápagos,33042,583,2,"-0,8","-89,4",46,2021
Guayas,4387434,44805,369,"-2,183333","-79,883333",46,2021
Imbabura,476257,11729,158,"0,362678","-78,130667",46,2021
Loja,521154,10730,35,"-3,983333","-79,2",46,2021
Los Ríos,921763,8330,34,"-1,8","-79,533333",46,2021
Manabí,1562079,19543,325,"-1,056181","-80,455217",46,2021
Morona Santiago,196535,3272,25,"-2,3","-78,116667",46,2021
Napo,133705,2566,42,"-0,989","-77,8159",46,2021
Orellana,161338,1868,75,"-0,466667","-76,966667",46,2021
Pastaza,114202,1395,21,"-1,066667","-78,001111",46,2021
Pichincha,3228233,119624,767,"-0,218611","-78,509722",46,2021
Santa Elena,401178,1920,6,"-2,2267","-80,8583",46,2021
Sto. Domingo Tsáchilas,511151,6600,89,"-0,254167","-79,171944",46,2021
Sucumbíos,230503,3253,80,"0,084722","-76,882778",46,2021
Tungurahua,590600,8512,59,"-1,241667","-78,619722",46,2021
Zamora Chinchipe,120416,1446,24,"-4,12","-78,8",46,2021
Azuay,881394,15548,80,"-2,897414","-79,004481",47,2021
Bolívar,209933,4804,88,"-1,605556","-79,003056",47,2021
Carchi,186869,6311,18,"0,81218","-77,71633",47,2021
Cañar,281396,3812,19,"-2,733333","-78,833333",47,2021
Chimborazo,524004,6132,96,"-1,674347","-78,648294",47,2021
Cotopaxi,488716,6579,33,"-0,933333","-78,616667",47,2021
El Oro,715751,15986,210,"-3,266667","-79,966667",47,2021
Esmeraldas,591083,4963,28,"1,05","-79,2",47,2021
Galápagos,33042,590,7,"-0,8","-89,4",47,2021
Guayas,4387434,45166,361,"-2,183333","-79,883333",47,2021
Imbabura,476257,11760,31,"0,362678","-78,130667",47,2021
Loja,521154,10792,62,"-3,983333","-79,2",47,2021
Los Ríos,921763,8367,37,"-1,8","-79,533333",47,2021
Manabí,1562079,19839,296,"-1,056181","-80,455217",47,2021
Morona Santiago,196535,3347,75,"-2,3","-78,116667",47,2021
Napo,133705,2611,45,"-0,989","-77,8159",47,2021
Orellana,161338,1924,56,"-0,466667","-76,966667",47,2021
Pastaza,114202,1425,30,"-1,066667","-78,001111",47,2021
Pichincha,3228233,120238,614,"-0,218611","-78,509722",47,2021
Santa Elena,401178,1926,6,"-2,2267","-80,8583",47,2021
Sto. Domingo Tsáchilas,511151,6680,80,"-0,254167","-79,171944",47,2021
Sucumbíos,230503,3332,79,"0,084722","-76,882778",47,2021
Tungurahua,590600,8578,66,"-1,241667","-78,619722",47,2021
Zamora Chinchipe,120416,1476,30,"-4,12","-78,8",47,2021
Azuay,881394,15665,117,"-2,897414","-79,004481",48,2021
Bolívar,209933,4900,96,"-1,605556","-79,003056",48,2021
Carchi,186869,6322,11,"0,81218","-77,71633",48,2021
Cañar,281396,3838,26,"-2,733333","-78,833333",48,2021
Chimborazo,524004,6161,29,"-1,674347","-78,648294",48,2021
Cotopaxi,488716,6638,59,"-0,933333","-78,616667",48,2021
El Oro,715751,16192,206,"-3,266667","-79,966667",48,2021
Esmeraldas,591083,5009,46,"1,05","-79,2",48,2021
Galápagos,33042,592,2,"-0,8","-89,4",48,2021
Guayas,4387434,45597,431,"-2,183333","-79,883333",48,2021
Imbabura,476257,11798,38,"0,362678","-78,130667",48,2021
Loja,521154,10860,68,"-3,983333","-79,2",48,2021
Los Ríos,921763,8441,74,"-1,8","-79,533333",48,2021
Manabí,1562079,20077,238,"-1,056181","-80,455217",48,2021
Morona Santiago,196535,3428,81,"-2,3","-78,116667",48,2021
Napo,133705,2653,42,"-0,989","-77,8159",48,2021
Orellana,161338,1976,52,"-0,466667","-76,966667",48,2021
Pastaza,114202,1438,13,"-1,066667","-78,001111",48,2021
Pichincha,3228233,120858,620,"-0,218611","-78,509722",48,2021
Santa Elena,401178,1933,7,"-2,2267","-80,8583",48,2021
Sto. Domingo Tsáchilas,511151,6755,75,"-0,254167","-79,171944",48,2021
Sucumbíos,230503,3459,127,"0,084722","-76,882778",48,2021
Tungurahua,590600,8640,62,"-1,241667","-78,619722",48,2021
Zamora Chinchipe,120416,1505,29,"-4,12","-78,8",48,2021
Azuay,881394,15814,149,"-2,897414","-79,004481",49,2021
Bolívar,209933,4962,62,"-1,605556","-79,003056",49,2021
Carchi,186869,6333,11,"0,81218","-77,71633",49,2021
Cañar,281396,3878,40,"-2,733333","-78,833333",49,2021
Chimborazo,524004,6222,61,"-1,674347","-78,648294",49,2021
Cotopaxi,488716,6722,84,"-0,933333","-78,616667",49,2021
El Oro,715751,16412,220,"-3,266667","-79,966667",49,2021
Esmeraldas,591083,5065,56,"1,05","-79,2",49,2021
Galápagos,33042,594,2,"-0,8","-89,4",49,2021
Guayas,4387434,46246,649,"-2,183333","-79,883333",49,2021
Imbabura,476257,11841,43,"0,362678","-78,130667",49,2021
Loja,521154,10945,85,"-3,983333","-79,2",49,2021
Los Ríos,921763,8521,80,"-1,8","-79,533333",49,2021
Manabí,1562079,20396,319,"-1,056181","-80,455217",49,2021
Morona Santiago,196535,3585,157,"-2,3","-78,116667",49,2021
Napo,133705,2744,91,"-0,989","-77,8159",49,2021
Orellana,161338,2028,52,"-0,466667","-76,966667",49,2021
Pastaza,114202,1452,14,"-1,066667","-78,001111",49,2021
Pichincha,3228233,122404,1546,"-0,218611","-78,509722",49,2021
Santa Elena,401178,1963,30,"-2,2267","-80,8583",49,2021
Sto. Domingo Tsáchilas,511151,6895,140,"-0,254167","-79,171944",49,2021
Sucumbíos,230503,3554,95,"0,084722","-76,882778",49,2021
Tungurahua,590600,8735,95,"-1,241667","-78,619722",49,2021
Zamora Chinchipe,120416,1532,27,"-4,12","-78,8",49,2021
Azuay,881394,15947,133,"-2,897414","-79,004481",50,2021
Bolívar,209933,5016,54,"-1,605556","-79,003056",50,2021
Carchi,186869,6339,6,"0,81218","-77,71633",50,2021
Cañar,281396,3930,52,"-2,733333","-78,833333",50,2021
Chimborazo,524004,6272,50,"-1,674347","-78,648294",50,2021
Cotopaxi,488716,6803,81,"-0,933333","-78,616667",50,2021
El Oro,715751,16672,260,"-3,266667","-79,966667",50,2021
Esmeraldas,591083,5145,80,"1,05","-79,2",50,2021
Galápagos,33042,598,4,"-0,8","-89,4",50,2021
Guayas,4387434,47029,783,"-2,183333","-79,883333",50,2021
Imbabura,476257,11896,55,"0,362678","-78,130667",50,2021
Loja,521154,11021,76,"-3,983333","-79,2",50,2021
Los Ríos,921763,8606,85,"-1,8","-79,533333",50,2021
Manabí,1562079,20724,328,"-1,056181","-80,455217",50,2021
Morona Santiago,196535,3627,42,"-2,3","-78,116667",50,2021
Napo,133705,2815,71,"-0,989","-77,8159",50,2021
Orellana,161338,2058,30,"-0,466667","-76,966667",50,2021
Pastaza,114202,1465,13,"-1,066667","-78,001111",50,2021
Pichincha,3228233,123446,1042,"-0,218611","-78,509722",50,2021
Santa Elena,401178,1982,19,"-2,2267","-80,8583",50,2021
Sto. Domingo Tsáchilas,511151,7012,117,"-0,254167","-79,171944",50,2021
Sucumbíos,230503,3648,94,"0,084722","-76,882778",50,2021
Tungurahua,590600,8805,70,"-1,241667","-78,619722",50,2021
Zamora Chinchipe,120416,1562,30,"-4,12","-78,8",50,2021
Azuay,881394,16051,104,"-2,897414","-79,004481",51,2021
Bolívar,209933,5063,47,"-1,605556","-79,003056",51,2021
Carchi,186869,6357,18,"0,81218","-77,71633",51,2021
Cañar,281396,3987,57,"-2,733333","-78,833333",51,2021
Chimborazo,524004,6324,52,"-1,674347","-78,648294",51,2021
Cotopaxi,488716,6927,124,"-0,933333","-78,616667",51,2021
El Oro,715751,16966,294,"-3,266667","-79,966667",51,2021
Esmeraldas,591083,5245,100,"1,05","-79,2",51,2021
Galápagos,33042,602,4,"-0,8","-89,4",51,2021
Guayas,4387434,48727,1698,"-2,183333","-79,883333",51,2021
Imbabura,476257,11976,80,"0,362678","-78,130667",51,2021
Loja,521154,11136,115,"-3,983333","-79,2",51,2021
Los Ríos,921763,8719,113,"-1,8","-79,533333",51,2021
Manabí,1562079,21311,587,"-1,056181","-80,455217",51,2021
Morona Santiago,196535,3686,59,"-2,3","-78,116667",51,2021
Napo,133705,2868,53,"-0,989","-77,8159",51,2021
Orellana,161338,2085,27,"-0,466667","-76,966667",51,2021
Pastaza,114202,1486,21,"-1,066667","-78,001111",51,2021
Pichincha,3228233,124846,1400,"-0,218611","-78,509722",51,2021
Santa Elena,401178,2009,27,"-2,2267","-80,8583",51,2021
Sto. Domingo Tsáchilas,511151,7098,86,"-0,254167","-79,171944",51,2021
Sucumbíos,230503,3733,85,"0,084722","-76,882778",51,2021
Tungurahua,590600,8937,132,"-1,241667","-78,619722",51,2021
Zamora Chinchipe,120416,1588,26,"-4,12","-78,8",51,2021
Azuay,881394,16235,184,"-2,897414","-79,004481",52,2021
Bolívar,209933,5173,110,"-1,605556","-79,003056",52,2021
Carchi,186869,6390,33,"0,81218","-77,71633",52,2021
Cañar,281396,4212,225,"-2,733333","-78,833333",52,2021
Chimborazo,524004,6481,157,"-1,674347","-78,648294",52,2021
Cotopaxi,488716,7200,273,"-0,933333","-78,616667",52,2021
El Oro,715751,17510,544,"-3,266667","-79,966667",52,2021
Esmeraldas,591083,5348,103,"1,05","-79,2",52,2021
Galápagos,33042,633,31,"-0,8","-89,4",52,2021
Guayas,4387434,51701,2974,"-2,183333","-79,883333",52,2021
Imbabura,476257,12141,165,"0,362678","-78,130667",52,2021
Loja,521154,11408,272,"-3,983333","-79,2",52,2021
Los Ríos,921763,8903,184,"-1,8","-79,533333",52,2021
Manabí,1562079,22231,920,"-1,056181","-80,455217",52,2021
Morona Santiago,196535,3779,93,"-2,3","-78,116667",52,2021
Napo,133705,2955,87,"-0,989","-77,8159",52,2021
Orellana,161338,2110,25,"-0,466667","-76,966667",52,2021
Pastaza,114202,1524,38,"-1,066667","-78,001111",52,2021
Pichincha,3228233,127631,2785,"-0,218611","-78,509722",52,2021
Santa Elena,401178,2059,50,"-2,2267","-80,8583",52,2021
Sto. Domingo Tsáchilas,511151,7363,265,"-0,254167","-79,171944",52,2021
Sucumbíos,230503,3826,93,"0,084722","-76,882778",52,2021
Tungurahua,590600,9315,378,"-1,241667","-78,619722",52,2021
Zamora Chinchipe,120416,1612,24,"-4,12","-78,8",52,2021
Azuay,881394,1,1,"-2,897414","-79,004481",11,2020
Bolívar,209933,0,0,"-1,605556","-79,003056",11,2020
Carchi,186869,0,0,"0,81218","-77,71633",11,2020
Cañar,281396,0,0,"-2,733333","-78,833333",11,2020
Chimborazo,524004,0,0,"-1,674347","-78,648294",11,2020
Cotopaxi,488716,0,0,"-0,933333","-78,616667",11,2020
El Oro,715751,0,0,"-3,266667","-79,966667",11,2020
Esmeraldas,591083,0,0,"1,05","-79,2",11,2020
Galápagos,33042,0,0,"-0,8","-89,4",11,2020
Guayas,4387434,19,19,"-2,183333","-79,883333",11,2020
Imbabura,476257,0,0,"0,362678","-78,130667",11,2020
Loja,521154,0,0,"-3,983333","-79,2",11,2020
Los Ríos,921763,10,10,"-1,8","-79,533333",11,2020
Manabí,1562079,0,0,"-1,056181","-80,455217",11,2020
Morona Santiago,196535,0,0,"-2,3","-78,116667",11,2020
Napo,133705,0,0,"-0,989","-77,8159",11,2020
Orellana,161338,0,0,"-0,466667","-76,966667",11,2020
Pastaza,114202,0,0,"-1,066667","-78,001111",11,2020
Pichincha,3228233,6,6,"-0,218611","-78,509722",11,2020
Santa Elena,401178,0,0,"-2,2267","-80,8583",11,2020
Sto. Domingo Tsáchilas,511151,0,0,"-0,254167","-79,171944",11,2020
Sucumbíos,230503,1,1,"0,084722","-76,882778",11,2020
Tungurahua,590600,0,0,"-1,241667","-78,619722",11,2020
Zamora Chinchipe,120416,0,0,"-4,12","-78,8",11,2020
Azuay,881394,19,18,"-2,897414","-79,004481",12,2020
Bolívar,209933,8,8,"-1,605556","-79,003056",12,2020
Carchi,186869,0,0,"0,81218","-77,71633",12,2020
Cañar,281396,4,4,"-2,733333","-78,833333",12,2020
Chimborazo,524004,9,9,"-1,674347","-78,648294",12,2020
Cotopaxi,488716,0,0,"-0,933333","-78,616667",12,2020
