acumuladas,poblacion,provincia,total,semana,anio
34,,Sucumbíos,12,3,2018
179,,Tungurahua,66,3,2018
13,,Zamora Chinchipe,7,3,2018
329,,Azuay,94,4,2018
79,,Bolívar,17,4,2018
50,,Carchi,14,4,2018
78,,Cañar,19,4,2018
206,,Chimborazo,45,4,2018
168,,Cotopaxi,39,4,2018
255,,El Oro,60,4,2018
143,,Esmeraldas,35,4,2018
3,,Galápagos,0,4,2018
1678,,Guayas,454,4,2018
144,,Imbabura,31,4,2018
212,,Loja,62,4,2018
279,,Los Ríos,71,4,2018
485,,Manabí,125,4,2018
49,,Morona Santiago,11,4,2018
28,,Napo,7,4,2018
34,,Orellana,16,4,2018
0,,Otro,0,4,2018
30,,Pastaza,7,4,2018
1209,,Pichincha,311,4,2018
99,,Santa Elena,22,4,2018
175,,Sto. Domingo Tsáchilas,41,4,2018
43,,Sucumbíos,9,4,2018
262,,Tungurahua,83,4,2018
17,,Zamora Chinchipe,4,4,2018
396,,Azuay,67,5,2018
100,,Bolívar,21,5,2018
68,,Carchi,18,5,2018
103,,Cañar,25,5,2018
264,,Chimborazo,58,5,2018
209,,Cotopaxi,41,5,2018
311,,El Oro,56,5,2018
175,,Esmeraldas,32,5,2018
3,,Galápagos,0,5,2018
2022,,Guayas,344,5,2018
190,,Imbabura,46,5,2018
277,,Loja,65,5,2018
354,,Los Ríos,75,5,2018
586,,Manabí,101,5,2018
61,,Morona Santiago,12,5,2018
38,,Napo,10,5,2018
45,,Orellana,11,5,2018
0,,Otro,0,5,2018
33,,Pastaza,3,5,2018
1500,,Pichincha,291,5,2018
118,,Santa Elena,19,5,2018
212,,Sto. Domingo Tsáchilas,37,5,2018
58,,Sucumbíos,15,5,2018
323,,Tungurahua,61,5,2018
26,,Zamora Chinchipe,9,5,2018
478,,Azuay,82,6,2018
122,,Bolívar,22,6,2018
86,,Carchi,18,6,2018
124,,Cañar,21,6,2018
319,,Chimborazo,55,6,2018
234,,Cotopaxi,25,6,2018
365,,El Oro,54,6,2018
217,,Esmeraldas,42,6,2018
3,,Galápagos,0,6,2018
2363,,Guayas,341,6,2018
220,,Imbabura,30,6,2018
341,,Loja,64,6,2018
421,,Los Ríos,67,6,2018
707,,Manabí,121,6,2018
69,,Morona Santiago,8,6,2018
43,,Napo,5,6,2018
56,,Orellana,11,6,2018
0,,Otro,0,6,2018
41,,Pastaza,8,6,2018
1771,,Pichincha,271,6,2018
142,,Santa Elena,24,6,2018
253,,Sto. Domingo Tsáchilas,41,6,2018
70,,Sucumbíos,12,6,2018
387,,Tungurahua,64,6,2018
31,,Zamora Chinchipe,5,6,2018
559,,Azuay,81,7,2018
142,,Bolívar,20,7,2018
99,,Carchi,13,7,2018
150,,Cañar,26,7,2018
372,,Chimborazo,53,7,2018
276,,Cotopaxi,42,7,2018
431,,El Oro,66,7,2018
258,,Esmeraldas,41,7,2018
5,,Galápagos,2,7,2018
2803,,Guayas,440,7,2018
250,,Imbabura,30,7,2018
393,,Loja,52,7,2018
503,,Los Ríos,82,7,2018
839,,Manabí,132,7,2018
85,,Morona Santiago,16,7,2018
46,,Napo,3,7,2018
63,,Orellana,7,7,2018
0,,Otro,0,7,2018
43,,Pastaza,2,7,2018
2007,,Pichincha,236,7,2018
165,,Santa Elena,23,7,2018
306,,Sto. Domingo Tsáchilas,53,7,2018
79,,Sucumbíos,9,7,2018
451,,Tungurahua,64,7,2018
34,,Zamora Chinchipe,3,7,2018
646,,Azuay,87,8,2018
160,,Bolívar,18,8,2018
112,,Carchi,13,8,2018
165,,Cañar,15,8,2018
418,,Chimborazo,46,8,2018
322,,Cotopaxi,46,8,2018
490,,El Oro,59,8,2018
290,,Esmeraldas,32,8,2018
6,,Galápagos,1,8,2018
3195,,Guayas,392,8,2018
288,,Imbabura,38,8,2018
440,,Loja,47,8,2018
592,,Los Ríos,89,8,2018
981,,Manabí,142,8,2018
102,,Morona Santiago,17,8,2018
52,,Napo,6,8,2018
68,,Orellana,5,8,2018
0,,Otro,0,8,2018
49,,Pastaza,6,8,2018
2248,,Pichincha,241,8,2018
199,,Santa Elena,34,8,2018
347,,Sto. Domingo Tsáchilas,41,8,2018
92,,Sucumbíos,13,8,2018
508,,Tungurahua,57,8,2018
37,,Zamora Chinchipe,3,8,2018
723,,Azuay,77,9,2018
177,,Bolívar,17,9,2018
128,,Carchi,16,9,2018
182,,Cañar,17,9,2018
465,,Chimborazo,47,9,2018
360,,Cotopaxi,38,9,2018
553,,El Oro,63,9,2018
312,,Esmeraldas,22,9,2018
6,,Galápagos,0,9,2018
3610,,Guayas,415,9,2018
316,,Imbabura,28,9,2018
480,,Loja,40,9,2018
663,,Los Ríos,71,9,2018
1113,,Manabí,132,9,2018
112,,Morona Santiago,10,9,2018
58,,Napo,6,9,2018
77,,Orellana,9,9,2018
0,,Otro,0,9,2018
56,,Pastaza,7,9,2018
2493,,Pichincha,245,9,2018
235,,Santa Elena,36,9,2018
389,,Sto. Domingo Tsáchilas,42,9,2018
110,,Sucumbíos,18,9,2018
559,,Tungurahua,51,9,2018
38,,Zamora Chinchipe,1,9,2018
802,,Azuay,79,10,2018
195,,Bolívar,18,10,2018
133,,Carchi,5,10,2018
204,,Cañar,22,10,2018
514,,Chimborazo,49,10,2018
402,,Cotopaxi,42,10,2018
613,,El Oro,60,10,2018
344,,Esmeraldas,32,10,2018
7,,Galápagos,1,10,2018
4029,,Guayas,419,10,2018
355,,Imbabura,39,10,2018
531,,Loja,51,10,2018
753,,Los Ríos,90,10,2018
1240,,Manabí,127,10,2018
120,,Morona Santiago,8,10,2018
68,,Napo,10,10,2018
84,,Orellana,7,10,2018
0,,Otro,0,10,2018
61,,Pastaza,5,10,2018
2720,,Pichincha,227,10,2018
266,,Santa Elena,31,10,2018
422,,Sto. Domingo Tsáchilas,33,10,2018
124,,Sucumbíos,14,10,2018
610,,Tungurahua,51,10,2018
43,,Zamora Chinchipe,5,10,2018
879,,Azuay,77,11,2018
212,,Bolívar,17,11,2018
145,,Carchi,12,11,2018
232,,Cañar,28,11,2018
558,,Chimborazo,44,11,2018
428,,Cotopaxi,26,11,2018
674,,El Oro,61,11,2018
369,,Esmeraldas,25,11,2018
8,,Galápagos,1,11,2018
4434,,Guayas,405,11,2018
396,,Imbabura,41,11,2018
577,,Loja,46,11,2018
830,,Los Ríos,77,11,2018
1369,,Manabí,129,11,2018
131,,Morona Santiago,11,11,2018
76,,Napo,8,11,2018
94,,Orellana,10,11,2018
0,,Otro,0,11,2018
66,,Pastaza,5,11,2018
2977,,Pichincha,257,11,2018
288,,Santa Elena,22,11,2018
455,,Sto. Domingo Tsáchilas,33,11,2018
134,,Sucumbíos,10,11,2018
652,,Tungurahua,42,11,2018
50,,Zamora Chinchipe,7,11,2018
957,,Azuay,78,12,2018
226,,Bolívar,14,12,2018
162,,Carchi,17,12,2018
247,,Cañar,15,12,2018
591,,Chimborazo,33,12,2018
456,,Cotopaxi,28,12,2018
721,,El Oro,47,12,2018
405,,Esmeraldas,36,12,2018
8,,Galápagos,0,12,2018
4814,,Guayas,380,12,2018
440,,Imbabura,44,12,2018
621,,Loja,44,12,2018
893,,Los Ríos,63,12,2018
1483,,Manabí,114,12,2018
137,,Morona Santiago,6,12,2018
83,,Napo,7,12,2018
101,,Orellana,7,12,2018
0,,Otro,0,12,2018
72,,Pastaza,6,12,2018
3198,,Pichincha,221,12,2018
306,,Santa Elena,18,12,2018
500,,Sto. Domingo Tsáchilas,45,12,2018
140,,Sucumbíos,6,12,2018
700,,Tungurahua,48,12,2018
52,,Zamora Chinchipe,2,12,2018
1040,,Azuay,83,13,2018
245,,Bolívar,19,13,2018
177,,Carchi,15,13,2018
264,,Cañar,17,13,2018
630,,Chimborazo,39,13,2018
486,,Cotopaxi,30,13,2018
776,,El Oro,55,13,2018
424,,Esmeraldas,19,13,2018
9,,Galápagos,1,13,2018
5205,,Guayas,391,13,2018
484,,Imbabura,44,13,2018
666,,Loja,45,13,2018
963,,Los Ríos,70,13,2018
1622,,Manabí,139,13,2018
142,,Morona Santiago,5,13,2018
84,,Napo,1,13,2018
108,,Orellana,7,13,2018
0,,Otro,0,13,2018
78,,Pastaza,6,13,2018
3407,,Pichincha,209,13,2018
336,,Santa Elena,30,13,2018
539,,Sto. Domingo Tsáchilas,39,13,2018
146,,Sucumbíos,6,13,2018
756,,Tungurahua,56,13,2018
55,,Zamora Chinchipe,3,13,2018
1120,,Azuay,80,14,2018
265,,Bolívar,20,14,2018
187,,Carchi,10,14,2018
282,,Cañar,18,14,2018
683,,Chimborazo,53,14,2018
514,,Cotopaxi,28,14,2018
825,,El Oro,49,14,2018
459,,Esmeraldas,35,14,2018
9,,Galápagos,0,14,2018
5600,,Guayas,395,14,2018
528,,Imbabura,44,14,2018
719,,Loja,53,14,2018
1042,,Los Ríos,79,14,2018
1717,,Manabí,95,14,2018
146,,Morona Santiago,4,14,2018
91,,Napo,7,14,2018
114,,Orellana,6,14,2018
0,,Otro,0,14,2018
84,,Pastaza,6,14,2018
3675,,Pichincha,268,14,2018
361,,Santa Elena,25,14,2018
582,,Sto. Domingo Tsáchilas,43,14,2018
158,,Sucumbíos,12,14,2018
800,,Tungurahua,44,14,2018
60,,Zamora Chinchipe,5,14,2018
1216,,Azuay,96,15,2018
279,,Bolívar,14,15,2018
201,,Carchi,14,15,2018
307,,Cañar,25,15,2018
734,,Chimborazo,51,15,2018
547,,Cotopaxi,33,15,2018
876,,El Oro,51,15,2018
488,,Esmeraldas,29,15,2018
10,,Galápagos,1,15,2018
5990,,Guayas,390,15,2018
574,,Imbabura,46,15,2018
762,,Loja,43,15,2018
1087,,Los Ríos,45,15,2018
1846,,Manabí,129,15,2018
154,,Morona Santiago,8,15,2018
97,,Napo,6,15,2018
123,,Orellana,9,15,2018
0,,Otro,0,15,2018
94,,Pastaza,10,15,2018
3924,,Pichincha,249,15,2018
384,,Santa Elena,23,15,2018
622,,Sto. Domingo Tsáchilas,40,15,2018
169,,Sucumbíos,11,15,2018
838,,Tungurahua,38,15,2018
65,,Zamora Chinchipe,5,15,2018
1289,,Azuay,73,16,2018
297,,Bolívar,18,16,2018
215,,Carchi,14,16,2018
321,,Cañar,14,16,2018
787,,Chimborazo,53,16,2018
592,,Cotopaxi,45,16,2018
925,,El Oro,49,16,2018
511,,Esmeraldas,23,16,2018
11,,Galápagos,1,16,2018
6400,,Guayas,410,16,2018
601,,Imbabura,27,16,2018
807,,Loja,45,16,2018
1164,,Los Ríos,77,16,2018
1960,,Manabí,114,16,2018
167,,Morona Santiago,13,16,2018
101,,Napo,4,16,2018
131,,Orellana,8,16,2018
0,,Otro,0,16,2018
101,,Pastaza,7,16,2018
4146,,Pichincha,222,16,2018
406,,Santa Elena,22,16,2018
660,,Sto. Domingo Tsáchilas,38,16,2018
183,,Sucumbíos,14,16,2018
873,,Tungurahua,35,16,2018
68,,Zamora Chinchipe,3,16,2018
1356,,Azuay,67,17,2018
313,,Bolívar,16,17,2018
223,,Carchi,8,17,2018
331,,Cañar,10,17,2018
824,,Chimborazo,37,17,2018
624,,Cotopaxi,32,17,2018
975,,El Oro,50,17,2018
548,,Esmeraldas,37,17,2018
13,,Galápagos,2,17,2018
6806,,Guayas,406,17,2018
640,,Imbabura,39,17,2018
854,,Loja,47,17,2018
1230,,Los Ríos,66,17,2018
2081,,Manabí,121,17,2018
181,,Morona Santiago,14,17,2018
106,,Napo,5,17,2018
142,,Orellana,11,17,2018
0,,Otro,0,17,2018
105,,Pastaza,4,17,2018
4370,,Pichincha,224,17,2018
424,,Santa Elena,18,17,2018
693,,Sto. Domingo Tsáchilas,33,17,2018
194,,Sucumbíos,11,17,2018
918,,Tungurahua,45,17,2018
77,,Zamora Chinchipe,9,17,2018
1438,,Azuay,82,18,2018
330,,Bolívar,17,18,2018
232,,Carchi,9,18,2018
354,,Cañar,23,18,2018
868,,Chimborazo,44,18,2018
649,,Cotopaxi,25,18,2018
1035,,El Oro,60,18,2018
570,,Esmeraldas,22,18,2018
15,,Galápagos,2,18,2018
7186,,Guayas,380,18,2018
678,,Imbabura,38,18,2018
891,,Loja,37,18,2018
1317,,Los Ríos,87,18,2018
2188,,Manabí,107,18,2018
189,,Morona Santiago,8,18,2018
111,,Napo,5,18,2018
150,,Orellana,8,18,2018
0,,Otro,0,18,2018
110,,Pastaza,5,18,2018
4616,,Pichincha,246,18,2018
445,,Santa Elena,21,18,2018
749,,Sto. Domingo Tsáchilas,56,18,2018
205,,Sucumbíos,11,18,2018
965,,Tungurahua,47,18,2018
89,,Zamora Chinchipe,12,18,2018
1503,,Azuay,65,19,2018
346,,Bolívar,16,19,2018
246,,Carchi,14,19,2018
369,,Cañar,15,19,2018
901,,Chimborazo,33,19,2018
688,,Cotopaxi,39,19,2018
1088,,El Oro,53,19,2018
589,,Esmeraldas,19,19,2018
16,,Galápagos,1,19,2018
7527,,Guayas,341,19,2018
717,,Imbabura,39,19,2018
929,,Loja,38,19,2018
1385,,Los Ríos,68,19,2018
2294,,Manabí,106,19,2018
200,,Morona Santiago,11,19,2018
116,,Napo,5,19,2018
163,,Orellana,13,19,2018
0,,Otro,0,19,2018
113,,Pastaza,3,19,2018
4891,,Pichincha,275,19,2018
459,,Santa Elena,14,19,2018
785,,Sto. Domingo Tsáchilas,36,19,2018
224,,Sucumbíos,19,19,2018
1008,,Tungurahua,43,19,2018
95,,Zamora Chinchipe,6,19,2018
1584,,Azuay,81,20,2018
363,,Bolívar,17,20,2018
264,,Carchi,18,20,2018
385,,Cañar,16,20,2018
952,,Chimborazo,51,20,2018
722,,Cotopaxi,34,20,2018
1144,,El Oro,56,20,2018
627,,Esmeraldas,38,20,2018
17,,Galápagos,1,20,2018
7917,,Guayas,390,20,2018
757,,Imbabura,40,20,2018
990,,Loja,61,20,2018
1453,,Los Ríos,68,20,2018
2421,,Manabí,127,20,2018
208,,Morona Santiago,8,20,2018
124,,Napo,8,20,2018
170,,Orellana,7,20,2018
0,,Otro,0,20,2018
116,,Pastaza,3,20,2018
5149,,Pichincha,258,20,2018
487,,Santa Elena,28,20,2018
827,,Sto. Domingo Tsáchilas,42,20,2018
232,,Sucumbíos,8,20,2018
1066,,Tungurahua,58,20,2018
99,,Zamora Chinchipe,4,20,2018
1657,,Azuay,73,21,2018
374,,Bolívar,11,21,2018
278,,Carchi,14,21,2018
404,,Cañar,19,21,2018
982,,Chimborazo,30,21,2018
752,,Cotopaxi,30,21,2018
1201,,El Oro,57,21,2018
642,,Esmeraldas,15,21,2018
18,,Galápagos,1,21,2018
8299,,Guayas,382,21,2018
797,,Imbabura,40,21,2018
1039,,Loja,49,21,2018
1506,,Los Ríos,53,21,2018
2519,,Manabí,98,21,2018
216,,Morona Santiago,8,21,2018
132,,Napo,8,21,2018
175,,Orellana,5,21,2018
0,,Otro,0,21,2018
120,,Pastaza,4,21,2018
5395,,Pichincha,246,21,2018
516,,Santa Elena,29,21,2018
867,,Sto. Domingo Tsáchilas,40,21,2018
241,,Sucumbíos,9,21,2018
1122,,Tungurahua,56,21,2018
105,,Zamora Chinchipe,6,21,2018
1733,,Azuay,76,22,2018
387,,Bolívar,13,22,2018
283,,Carchi,5,22,2018
421,,Cañar,17,22,2018
1017,,Chimborazo,35,22,2018
789,,Cotopaxi,37,22,2018
1249,,El Oro,48,22,2018
667,,Esmeraldas,25,22,2018
19,,Galápagos,1,22,2018
8657,,Guayas,358,22,2018
832,,Imbabura,35,22,2018
1072,,Loja,33,22,2018
1553,,Los Ríos,47,22,2018
2633,,Manabí,114,22,2018
220,,Morona Santiago,4,22,2018
140,,Napo,8,22,2018
183,,Orellana,8,22,2018
0,,Otro,0,22,2018
127,,Pastaza,7,22,2018
5646,,Pichincha,251,22,2018
537,,Santa Elena,21,22,2018
910,,Sto. Domingo Tsáchilas,43,22,2018
253,,Sucumbíos,12,22,2018
1168,,Tungurahua,46,22,2018
107,,Zamora Chinchipe,2,22,2018
1808,,Azuay,75,23,2018
401,,Bolívar,14,23,2018
293,,Carchi,10,23,2018
449,,Cañar,28,23,2018
1059,,Chimborazo,42,23,2018
830,,Cotopaxi,41,23,2018
1300,,El Oro,51,23,2018
697,,Esmeraldas,30,23,2018
21,,Galápagos,2,23,2018
9011,,Guayas,354,23,2018
866,,Imbabura,34,23,2018
1119,,Loja,47,23,2018
1634,,Los Ríos,81,23,2018
2761,,Manabí,128,23,2018
226,,Morona Santiago,6,23,2018
143,,Napo,3,23,2018
192,,Orellana,9,23,2018
0,,Otro,0,23,2018
133,,Pastaza,6,23,2018
5901,,Pichincha,255,23,2018
566,,Santa Elena,29,23,2018
942,,Sto. Domingo Tsáchilas,32,23,2018
265,,Sucumbíos,12,23,2018
1235,,Tungurahua,67,23,2018
114,,Zamora Chinchipe,7,23,2018
1867,,Azuay,59,24,2018
428,,Bolívar,27,24,2018
308,,Carchi,15,24,2018
463,,Cañar,14,24,2018
1099,,Chimborazo,40,24,2018
877,,Cotopaxi,47,24,2018
1347,,El Oro,47,24,2018
736,,Esmeraldas,39,24,2018
22,,Galápagos,1,24,2018
9381,,Guayas,370,24,2018
905,,Imbabura,39,24,2018
1157,,Loja,38,24,2018
1703,,Los Ríos,69,24,2018
2876,,Manabí,115,24,2018
236,,Morona Santiago,10,24,2018
150,,Napo,7,24,2018
197,,Orellana,5,24,2018
0,,Otro,0,24,2018
141,,Pastaza,8,24,2018
6164,,Pichincha,263,24,2018
598,,Santa Elena,32,24,2018
979,,Sto. Domingo Tsáchilas,37,24,2018
275,,Sucumbíos,10,24,2018
1297,,Tungurahua,62,24,2018
117,,Zamora Chinchipe,3,24,2018
1952,,Azuay,85,25,2018
441,,Bolívar,13,25,2018
327,,Carchi,19,25,2018
484,,Cañar,21,25,2018
1145,,Chimborazo,46,25,2018
914,,Cotopaxi,37,25,2018
1392,,El Oro,45,25,2018
763,,Esmeraldas,27,25,2018
22,,Galápagos,0,25,2018
9739,,Guayas,358,25,2018
952,,Imbabura,47,25,2018
1199,,Loja,42,25,2018
1776,,Los Ríos,73,25,2018
2993,,Manabí,117,25,2018
243,,Morona Santiago,7,25,2018
156,,Napo,6,25,2018
207,,Orellana,10,25,2018
1,,Otro,1,25,2018
142,,Pastaza,1,25,2018
6381,,Pichincha,217,25,2018
630,,Santa Elena,32,25,2018
1019,,Sto. Domingo Tsáchilas,40,25,2018
280,,Sucumbíos,5,25,2018
1353,,Tungurahua,56,25,2018
120,,Zamora Chinchipe,3,25,2018
2030,,Azuay,78,26,2018
468,,Bolívar,27,26,2018
337,,Carchi,10,26,2018
506,,Cañar,22,26,2018
1179,,Chimborazo,34,26,2018
956,,Cotopaxi,42,26,2018
1438,,El Oro,46,26,2018
786,,Esmeraldas,23,26,2018
23,,Galápagos,1,26,2018
10155,,Guayas,416,26,2018
993,,Imbabura,41,26,2018
1239,,Loja,40,26,2018
1847,,Los Ríos,71,26,2018
3113,,Manabí,120,26,2018
249,,Morona Santiago,6,26,2018
162,,Napo,6,26,2018
214,,Orellana,7,26,2018
1,,Otro,0,26,2018
152,,Pastaza,10,26,2018
6630,,Pichincha,249,26,2018
660,,Santa Elena,30,26,2018
1059,,Sto. Domingo Tsáchilas,40,26,2018
293,,Sucumbíos,13,26,2018
1406,,Tungurahua,53,26,2018
122,,Zamora Chinchipe,2,26,2018
2110,,Azuay,80,27,2018
482,,Bolívar,14,27,2018
352,,Carchi,15,27,2018
525,,Cañar,19,27,2018
1231,,Chimborazo,52,27,2018
1000,,Cotopaxi,44,27,2018
1489,,El Oro,51,27,2018
824,,Esmeraldas,38,27,2018
24,,Galápagos,1,27,2018
10543,,Guayas,388,27,2018
1035,,Imbabura,42,27,2018
1280,,Loja,41,27,2018
1912,,Los Ríos,65,27,2018
3244,,Manabí,131,27,2018
259,,Morona Santiago,10,27,2018
170,,Napo,8,27,2018
222,,Orellana,8,27,2018
1,,Otro,0,27,2018
155,,Pastaza,3,27,2018
6895,,Pichincha,265,27,2018
689,,Santa Elena,29,27,2018
1096,,Sto. Domingo Tsáchilas,37,27,2018
303,,Sucumbíos,10,27,2018
1465,,Tungurahua,59,27,2018
124,,Zamora Chinchipe,2,27,2018
2190,,Azuay,80,28,2018
502,,Bolívar,20,28,2018
361,,Carchi,9,28,2018
545,,Cañar,20,28,2018
1289,,Chimborazo,58,28,2018
1036,,Cotopaxi,36,28,2018
1538,,El Oro,49,28,2018
856,,Esmeraldas,32,28,2018
24,,Galápagos,0,28,2018
10913,,Guayas,370,28,2018
1060,,Imbabura,25,28,2018
1327,,Loja,47,28,2018
1983,,Los Ríos,71,28,2018
3379,,Manabí,135,28,2018
269,,Morona Santiago,10,28,2018
179,,Napo,9,28,2018
230,,Orellana,8,28,2018
1,,Otro,0,28,2018
161,,Pastaza,6,28,2018
7130,,Pichincha,235,28,2018
715,,Santa Elena,26,28,2018
1143,,Sto. Domingo Tsáchilas,47,28,2018
317,,Sucumbíos,14,28,2018
1516,,Tungurahua,51,28,2018
130,,Zamora Chinchipe,6,28,2018
2272,,Azuay,82,29,2018
514,,Bolívar,12,29,2018
375,,Carchi,14,29,2018
567,,Cañar,22,29,2018
1339,,Chimborazo,50,29,2018
1074,,Cotopaxi,38,29,2018
1605,,El Oro,67,29,2018
882,,Esmeraldas,26,29,2018
26,,Galápagos,2,29,2018
11283,,Guayas,370,29,2018
1088,,Imbabura,28,29,2018
1366,,Loja,39,29,2018
2050,,Los Ríos,67,29,2018
3481,,Manabí,102,29,2018
280,,Morona Santiago,11,29,2018
190,,Napo,11,29,2018
237,,Orellana,7,29,2018
1,,Otro,0,29,2018
167,,Pastaza,6,29,2018
7363,,Pichincha,233,29,2018
745,,Santa Elena,30,29,2018
1178,,Sto. Domingo Tsáchilas,35,29,2018
330,,Sucumbíos,13,29,2018
1561,,Tungurahua,45,29,2018
135,,Zamora Chinchipe,5,29,2018
2337,,Azuay,65,30,2018
528,,Bolívar,14,30,2018
383,,Carchi,8,30,2018
589,,Cañar,22,30,2018
1378,,Chimborazo,39,30,2018
1101,,Cotopaxi,27,30,2018
1667,,El Oro,62,30,2018
906,,Esmeraldas,24,30,2018
26,,Galápagos,0,30,2018
11635,,Guayas,352,30,2018
1125,,Imbabura,37,30,2018
1421,,Loja,55,30,2018
2125,,Los Ríos,75,30,2018
3596,,Manabí,115,30,2018
284,,Morona Santiago,4,30,2018
197,,Napo,7,30,2018
241,,Orellana,4,30,2018
1,,Otro,0,30,2018
169,,Pastaza,2,30,2018
7580,,Pichincha,217,30,2018
775,,Santa Elena,30,30,2018
1220,,Sto. Domingo Tsáchilas,42,30,2018
338,,Sucumbíos,8,30,2018
1622,,Tungurahua,61,30,2018
143,,Zamora Chinchipe,8,30,2018
2415,,Azuay,78,31,2018
546,,Bolívar,18,31,2018
394,,Carchi,11,31,2018
613,,Cañar,24,31,2018
1425,,Chimborazo,47,31,2018
1130,,Cotopaxi,29,31,2018
1715,,El Oro,48,31,2018
930,,Esmeraldas,24,31,2018
26,,Galápagos,0,31,2018
12008,,Guayas,373,31,2018
1164,,Imbabura,39,31,2018
1461,,Loja,40,31,2018
2202,,Los Ríos,77,31,2018
3724,,Manabí,128,31,2018
290,,Morona Santiago,6,31,2018
203,,Napo,6,31,2018
246,,Orellana,5,31,2018
1,,Otro,0,31,2018
175,,Pastaza,6,31,2018
7825,,Pichincha,245,31,2018
803,,Santa Elena,28,31,2018
1266,,Sto. Domingo Tsáchilas,46,31,2018
352,,Sucumbíos,14,31,2018
1686,,Tungurahua,64,31,2018
148,,Zamora Chinchipe,5,31,2018
2508,,Azuay,93,32,2018
558,,Bolívar,12,32,2018
413,,Carchi,19,32,2018
632,,Cañar,19,32,2018
1478,,Chimborazo,53,32,2018
1165,,Cotopaxi,35,32,2018
1763,,El Oro,48,32,2018
961,,Esmeraldas,31,32,2018
28,,Galápagos,2,32,2018
12385,,Guayas,377,32,2018
1206,,Imbabura,42,32,2018
1500,,Loja,39,32,2018
2278,,Los Ríos,76,32,2018
3838,,Manabí,114,32,2018
295,,Morona Santiago,5,32,2018
210,,Napo,7,32,2018
255,,Orellana,9,32,2018
1,,Otro,0,32,2018
181,,Pastaza,6,32,2018
8061,,Pichincha,236,32,2018
827,,Santa Elena,24,32,2018
1306,,Sto. Domingo Tsáchilas,40,32,2018
362,,Sucumbíos,10,32,2018
1733,,Tungurahua,47,32,2018
158,,Zamora Chinchipe,10,32,2018
2600,,Azuay,92,33,2018
572,,Bolívar,14,33,2018
421,,Carchi,8,33,2018
662,,Cañar,30,33,2018
1510,,Chimborazo,32,33,2018
1196,,Cotopaxi,31,33,2018
1822,,El Oro,59,33,2018
985,,Esmeraldas,24,33,2018
29,,Galápagos,1,33,2018
12805,,Guayas,420,33,2018
1244,,Imbabura,38,33,2018
1541,,Loja,41,33,2018
2339,,Los Ríos,61,33,2018
3957,,Manabí,119,33,2018
301,,Morona Santiago,6,33,2018
216,,Napo,6,33,2018
265,,Orellana,10,33,2018
1,,Otro,0,33,2018
189,,Pastaza,8,33,2018
8328,,Pichincha,267,33,2018
856,,Santa Elena,29,33,2018
1346,,Sto. Domingo Tsáchilas,40,33,2018
375,,Sucumbíos,13,33,2018
1804,,Tungurahua,71,33,2018
168,,Zamora Chinchipe,10,33,2018
2673,,Azuay,73,34,2018
581,,Bolívar,9,34,2018
439,,Carchi,18,34,2018
685,,Cañar,23,34,2018
1545,,Chimborazo,35,34,2018
1223,,Cotopaxi,27,34,2018
1876,,El Oro,54,34,2018
1015,,Esmeraldas,30,34,2018
31,,Galápagos,2,34,2018
13153,,Guayas,348,34,2018
1277,,Imbabura,33,34,2018
1580,,Loja,39,34,2018
2430,,Los Ríos,91,34,2018
4065,,Manabí,108,34,2018
313,,Morona Santiago,12,34,2018
224,,Napo,8,34,2018
270,,Orellana,5,34,2018
1,,Otro,0,34,2018
200,,Pastaza,11,34,2018
8580,,Pichincha,252,34,2018
889,,Santa Elena,33,34,2018
1377,,Sto. Domingo Tsáchilas,31,34,2018
389,,Sucumbíos,14,34,2018
1854,,Tungurahua,50,34,2018
172,,Zamora Chinchipe,4,34,2018
2762,,Azuay,89,35,2018
598,,Bolívar,17,35,2018
458,,Carchi,19,35,2018
704,,Cañar,19,35,2018
1587,,Chimborazo,42,35,2018
1258,,Cotopaxi,35,35,2018
1944,,El Oro,68,35,2018
1054,,Esmeraldas,39,35,2018
32,,Galápagos,1,35,2018
13547,,Guayas,394,35,2018
1313,,Imbabura,36,35,2018
1638,,Loja,58,35,2018
2494,,Los Ríos,64,35,2018
4208,,Manabí,143,35,2018
324,,Morona Santiago,11,35,2018
232,,Napo,8,35,2018
277,,Orellana,7,35,2018
1,,Otro,0,35,2018
211,,Pastaza,11,35,2018
8829,,Pichincha,249,35,2018
917,,Santa Elena,28,35,2018
1423,,Sto. Domingo Tsáchilas,46,35,2018
401,,Sucumbíos,12,35,2018
1891,,Tungurahua,37,35,2018
177,,Zamora Chinchipe,5,35,2018
2860,,Azuay,98,36,2018
613,,Bolívar,15,36,2018
467,,Carchi,9,36,2018
733,,Cañar,29,36,2018
1635,,Chimborazo,48,36,2018
1302,,Cotopaxi,44,36,2018
1993,,El Oro,49,36,2018
1074,,Esmeraldas,20,36,2018
32,,Galápagos,0,36,2018
13901,,Guayas,354,36,2018
1345,,Imbabura,32,36,2018
1666,,Loja,28,36,2018
2579,,Los Ríos,85,36,2018
4335,,Manabí,127,36,2018
337,,Morona Santiago,13,36,2018
241,,Napo,9,36,2018
280,,Orellana,3,36,2018
1,,Otro,0,36,2018
213,,Pastaza,2,36,2018
9080,,Pichincha,251,36,2018
939,,Santa Elena,22,36,2018
1453,,Sto. Domingo Tsáchilas,30,36,2018
417,,Sucumbíos,16,36,2018
1960,,Tungurahua,69,36,2018
179,,Zamora Chinchipe,2,36,2018
