acumuladas,poblacion,provincia,total,semana,anio
2295,591083,Esmeraldas,35,52,2020
51,33042,Galápagos,0,52,2020
38539,4387434,Guayas,500,52,2020
2682,476257,Imbabura,49,52,2020
2921,521154,Loja,54,52,2020
5159,921763,Los Ríos,78,52,2020
10502,1562079,Manabí,154,52,2020
655,196535,Morona Santiago,8,52,2020
555,133705,Napo,9,52,2020
577,161338,Orellana,14,52,2020
422,114202,Pastaza,5,52,2020
19490,3228233,Pichincha,347,52,2020
3008,401178,Santa Elena,33,52,2020
3158,511151,Sto. Domingo Tsáchilas,52,52,2020
928,230503,Sucumbíos,12,52,2020
4111,590600,Tungurahua,80,52,2020
374,120416,Zamora Chinchipe,4,52,2020
5192,881394,Azuay,48,53,2020
1112,209933,Bolívar,14,53,2020
979,186869,Carchi,13,53,2020
1532,281396,Cañar,17,53,2020
3434,524004,Chimborazo,36,53,2020
2571,488716,Cotopaxi,33,53,2020
5053,715751,El Oro,44,53,2020
2313,591083,Esmeraldas,18,53,2020
51,33042,Galápagos,0,53,2020
38816,4387434,Guayas,277,53,2020
2716,476257,Imbabura,34,53,2020
2947,521154,Loja,26,53,2020
5207,921763,Los Ríos,48,53,2020
10603,1562079,Manabí,101,53,2020
662,196535,Morona Santiago,7,53,2020
561,133705,Napo,6,53,2020
581,161338,Orellana,4,53,2020
423,114202,Pastaza,1,53,2020
19704,3228233,Pichincha,214,53,2020
3036,401178,Santa Elena,28,53,2020
3200,511151,Sto. Domingo Tsáchilas,42,53,2020
937,230503,Sucumbíos,9,53,2020
4156,590600,Tungurahua,45,53,2020
377,120416,Zamora Chinchipe,3,53,2020
71,,Azuay,71,1,2019
23,,Bolívar,23,1,2019
15,,Carchi,15,1,2019
16,,Cañar,16,1,2019
41,,Chimborazo,41,1,2019
42,,Cotopaxi,42,1,2019
59,,El Oro,59,1,2019
39,,Esmeraldas,39,1,2019
1,,Galápagos,1,1,2019
367,,Guayas,367,1,2019
45,,Imbabura,45,1,2019
44,,Loja,44,1,2019
66,,Los Ríos,66,1,2019
116,,Manabí,116,1,2019
7,,Morona Santiago,7,1,2019
16,,Napo,16,1,2019
3,,Orellana,3,1,2019
3,,Pastaza,3,1,2019
237,,Pichincha,237,1,2019
29,,Santa Elena,29,1,2019
49,,Sto. Domingo Tsáchilas,49,1,2019
15,,Sucumbíos,15,1,2019
58,,Tungurahua,58,1,2019
4,,Zamora Chinchipe,4,1,2019
160,,Azuay,89,2,2019
31,,Bolívar,8,2,2019
30,,Carchi,15,2,2019
42,,Cañar,26,2,2019
92,,Chimborazo,51,2,2019
78,,Cotopaxi,36,2,2019
119,,El Oro,60,2,2019
74,,Esmeraldas,35,2,2019
3,,Galápagos,2,2,2019
825,,Guayas,458,2,2019
91,,Imbabura,46,2,2019
82,,Loja,38,2,2019
149,,Los Ríos,83,2,2019
244,,Manabí,128,2,2019
13,,Morona Santiago,6,2,2019
21,,Napo,5,2,2019
10,,Orellana,7,2,2019
7,,Pastaza,4,2,2019
529,,Pichincha,292,2,2019
50,,Santa Elena,21,2,2019
106,,Sto. Domingo Tsáchilas,57,2,2019
29,,Sucumbíos,14,2,2019
105,,Tungurahua,47,2,2019
10,,Zamora Chinchipe,6,2,2019
238,,Azuay,78,3,2019
49,,Bolívar,18,3,2019
44,,Carchi,14,3,2019
61,,Cañar,19,3,2019
138,,Chimborazo,46,3,2019
115,,Cotopaxi,37,3,2019
179,,El Oro,60,3,2019
109,,Esmeraldas,35,3,2019
4,,Galápagos,1,3,2019
1245,,Guayas,420,3,2019
137,,Imbabura,46,3,2019
117,,Loja,35,3,2019
211,,Los Ríos,62,3,2019
401,,Manabí,157,3,2019
22,,Morona Santiago,9,3,2019
27,,Napo,6,3,2019
17,,Orellana,7,3,2019
12,,Pastaza,5,3,2019
820,,Pichincha,291,3,2019
76,,Santa Elena,26,3,2019
159,,Sto. Domingo Tsáchilas,53,3,2019
41,,Sucumbíos,12,3,2019
161,,Tungurahua,56,3,2019
16,,Zamora Chinchipe,6,3,2019
321,,Azuay,83,4,2019
68,,Bolívar,19,4,2019
60,,Carchi,16,4,2019
83,,Cañar,22,4,2019
173,,Chimborazo,35,4,2019
146,,Cotopaxi,31,4,2019
232,,El Oro,53,4,2019
147,,Esmeraldas,38,4,2019
4,,Galápagos,0,4,2019
1720,,Guayas,475,4,2019
174,,Imbabura,37,4,2019
171,,Loja,54,4,2019
285,,Los Ríos,74,4,2019
533,,Manabí,132,4,2019
32,,Morona Santiago,10,4,2019
29,,Napo,2,4,2019
27,,Orellana,10,4,2019
18,,Pastaza,6,4,2019
1108,,Pichincha,288,4,2019
102,,Santa Elena,26,4,2019
205,,Sto. Domingo Tsáchilas,46,4,2019
49,,Sucumbíos,8,4,2019
218,,Tungurahua,57,4,2019
22,,Zamora Chinchipe,6,4,2019
399,,Azuay,78,5,2019
80,,Bolívar,12,5,2019
69,,Carchi,9,5,2019
104,,Cañar,21,5,2019
218,,Chimborazo,45,5,2019
184,,Cotopaxi,38,5,2019
306,,El Oro,74,5,2019
173,,Esmeraldas,26,5,2019
6,,Galápagos,2,5,2019
2191,,Guayas,471,5,2019
221,,Imbabura,47,5,2019
220,,Loja,49,5,2019
348,,Los Ríos,63,5,2019
676,,Manabí,143,5,2019
41,,Morona Santiago,9,5,2019
40,,Napo,11,5,2019
31,,Orellana,4,5,2019
23,,Pastaza,5,5,2019
1342,,Pichincha,234,5,2019
131,,Santa Elena,29,5,2019
241,,Sto. Domingo Tsáchilas,36,5,2019
62,,Sucumbíos,13,5,2019
272,,Tungurahua,54,5,2019
27,,Zamora Chinchipe,5,5,2019
464,,Azuay,65,6,2019
101,,Bolívar,21,6,2019
85,,Carchi,16,6,2019
132,,Cañar,28,6,2019
276,,Chimborazo,58,6,2019
221,,Cotopaxi,37,6,2019
350,,El Oro,44,6,2019
207,,Esmeraldas,34,6,2019
7,,Galápagos,1,6,2019
2675,,Guayas,484,6,2019
258,,Imbabura,37,6,2019
268,,Loja,48,6,2019
429,,Los Ríos,81,6,2019
826,,Manabí,150,6,2019
46,,Morona Santiago,5,6,2019
45,,Napo,5,6,2019
42,,Orellana,11,6,2019
30,,Pastaza,7,6,2019
1607,,Pichincha,265,6,2019
160,,Santa Elena,29,6,2019
279,,Sto. Domingo Tsáchilas,38,6,2019
73,,Sucumbíos,11,6,2019
321,,Tungurahua,49,6,2019
32,,Zamora Chinchipe,5,6,2019
541,,Azuay,77,7,2019
122,,Bolívar,21,7,2019
98,,Carchi,13,7,2019
156,,Cañar,24,7,2019
329,,Chimborazo,53,7,2019
248,,Cotopaxi,27,7,2019
419,,El Oro,69,7,2019
246,,Esmeraldas,39,7,2019
9,,Galápagos,2,7,2019
3140,,Guayas,465,7,2019
291,,Imbabura,33,7,2019
327,,Loja,59,7,2019
508,,Los Ríos,79,7,2019
933,,Manabí,107,7,2019
56,,Morona Santiago,10,7,2019
49,,Napo,4,7,2019
49,,Orellana,7,7,2019
35,,Pastaza,5,7,2019
1856,,Pichincha,249,7,2019
187,,Santa Elena,27,7,2019
319,,Sto. Domingo Tsáchilas,40,7,2019
91,,Sucumbíos,18,7,2019
365,,Tungurahua,44,7,2019
35,,Zamora Chinchipe,3,7,2019
609,,Azuay,68,8,2019
141,,Bolívar,19,8,2019
116,,Carchi,18,8,2019
178,,Cañar,22,8,2019
371,,Chimborazo,42,8,2019
286,,Cotopaxi,38,8,2019
470,,El Oro,51,8,2019
277,,Esmeraldas,31,8,2019
9,,Galápagos,0,8,2019
3556,,Guayas,416,8,2019
337,,Imbabura,46,8,2019
381,,Loja,54,8,2019
575,,Los Ríos,67,8,2019
1083,,Manabí,150,8,2019
67,,Morona Santiago,11,8,2019
55,,Napo,6,8,2019
59,,Orellana,10,8,2019
42,,Pastaza,7,8,2019
2101,,Pichincha,245,8,2019
215,,Santa Elena,28,8,2019
357,,Sto. Domingo Tsáchilas,38,8,2019
108,,Sucumbíos,17,8,2019
415,,Tungurahua,50,8,2019
42,,Zamora Chinchipe,7,8,2019
695,,Azuay,86,9,2019
158,,Bolívar,17,9,2019
128,,Carchi,12,9,2019
197,,Cañar,19,9,2019
415,,Chimborazo,44,9,2019
310,,Cotopaxi,24,9,2019
552,,El Oro,82,9,2019
304,,Esmeraldas,27,9,2019
12,,Galápagos,3,9,2019
3956,,Guayas,400,9,2019
380,,Imbabura,43,9,2019
448,,Loja,67,9,2019
655,,Los Ríos,80,9,2019
1219,,Manabí,136,9,2019
74,,Morona Santiago,7,9,2019
64,,Napo,9,9,2019
71,,Orellana,12,9,2019
52,,Pastaza,10,9,2019
2345,,Pichincha,244,9,2019
241,,Santa Elena,26,9,2019
404,,Sto. Domingo Tsáchilas,47,9,2019
118,,Sucumbíos,10,9,2019
470,,Tungurahua,55,9,2019
49,,Zamora Chinchipe,7,9,2019
774,,Azuay,79,10,2019
179,,Bolívar,21,10,2019
137,,Carchi,9,10,2019
219,,Cañar,22,10,2019
493,,Chimborazo,78,10,2019
356,,Cotopaxi,46,10,2019
620,,El Oro,68,10,2019
348,,Esmeraldas,44,10,2019
12,,Galápagos,0,10,2019
4375,,Guayas,419,10,2019
419,,Imbabura,39,10,2019
499,,Loja,51,10,2019
746,,Los Ríos,91,10,2019
1345,,Manabí,126,10,2019
91,,Morona Santiago,17,10,2019
71,,Napo,7,10,2019
81,,Orellana,10,10,2019
57,,Pastaza,5,10,2019
2584,,Pichincha,239,10,2019
264,,Santa Elena,23,10,2019
445,,Sto. Domingo Tsáchilas,41,10,2019
126,,Sucumbíos,8,10,2019
537,,Tungurahua,67,10,2019
52,,Zamora Chinchipe,3,10,2019
848,,Azuay,74,11,2019
203,,Bolívar,24,11,2019
147,,Carchi,10,11,2019
250,,Cañar,31,11,2019
532,,Chimborazo,39,11,2019
394,,Cotopaxi,38,11,2019
675,,El Oro,55,11,2019
386,,Esmeraldas,38,11,2019
12,,Galápagos,0,11,2019
4824,,Guayas,449,11,2019
448,,Imbabura,29,11,2019
538,,Loja,39,11,2019
821,,Los Ríos,75,11,2019
1490,,Manabí,145,11,2019
101,,Morona Santiago,10,11,2019
78,,Napo,7,11,2019
93,,Orellana,12,11,2019
62,,Pastaza,5,11,2019
2842,,Pichincha,258,11,2019
295,,Santa Elena,31,11,2019
515,,Sto. Domingo Tsáchilas,70,11,2019
132,,Sucumbíos,6,11,2019
595,,Tungurahua,58,11,2019
54,,Zamora Chinchipe,2,11,2019
909,,Azuay,61,12,2019
214,,Bolívar,11,12,2019
164,,Carchi,17,12,2019
268,,Cañar,18,12,2019
581,,Chimborazo,49,12,2019
424,,Cotopaxi,30,12,2019
731,,El Oro,56,12,2019
418,,Esmeraldas,32,12,2019
12,,Galápagos,0,12,2019
5283,,Guayas,459,12,2019
477,,Imbabura,29,12,2019
580,,Loja,42,12,2019
896,,Los Ríos,75,12,2019
1624,,Manabí,134,12,2019
114,,Morona Santiago,13,12,2019
85,,Napo,7,12,2019
103,,Orellana,10,12,2019
69,,Pastaza,7,12,2019
3098,,Pichincha,256,12,2019
323,,Santa Elena,28,12,2019
572,,Sto. Domingo Tsáchilas,57,12,2019
150,,Sucumbíos,18,12,2019
660,,Tungurahua,65,12,2019
60,,Zamora Chinchipe,6,12,2019
974,,Azuay,65,13,2019
230,,Bolívar,16,13,2019
180,,Carchi,16,13,2019
284,,Cañar,16,13,2019
622,,Chimborazo,41,13,2019
466,,Cotopaxi,42,13,2019
808,,El Oro,77,13,2019
457,,Esmeraldas,39,13,2019
12,,Galápagos,0,13,2019
5716,,Guayas,433,13,2019
513,,Imbabura,36,13,2019
617,,Loja,37,13,2019
956,,Los Ríos,60,13,2019
1751,,Manabí,127,13,2019
127,,Morona Santiago,13,13,2019
96,,Napo,11,13,2019
111,,Orellana,8,13,2019
76,,Pastaza,7,13,2019
3352,,Pichincha,254,13,2019
341,,Santa Elena,18,13,2019
618,,Sto. Domingo Tsáchilas,46,13,2019
159,,Sucumbíos,9,13,2019
710,,Tungurahua,50,13,2019
69,,Zamora Chinchipe,9,13,2019
1050,,Azuay,76,14,2019
247,,Bolívar,17,14,2019
192,,Carchi,12,14,2019
305,,Cañar,21,14,2019
677,,Chimborazo,55,14,2019
500,,Cotopaxi,34,14,2019
880,,El Oro,72,14,2019
495,,Esmeraldas,38,14,2019
13,,Galápagos,1,14,2019
6139,,Guayas,423,14,2019
557,,Imbabura,44,14,2019
655,,Loja,38,14,2019
1034,,Los Ríos,78,14,2019
1874,,Manabí,123,14,2019
138,,Morona Santiago,11,14,2019
110,,Napo,14,14,2019
116,,Orellana,5,14,2019
80,,Pastaza,4,14,2019
3602,,Pichincha,250,14,2019
372,,Santa Elena,31,14,2019
665,,Sto. Domingo Tsáchilas,47,14,2019
182,,Sucumbíos,23,14,2019
753,,Tungurahua,43,14,2019
74,,Zamora Chinchipe,5,14,2019
1125,,Azuay,75,15,2019
253,,Bolívar,6,15,2019
206,,Carchi,14,15,2019
323,,Cañar,18,15,2019
707,,Chimborazo,30,15,2019
537,,Cotopaxi,37,15,2019
935,,El Oro,55,15,2019
532,,Esmeraldas,37,15,2019
14,,Galápagos,1,15,2019
6568,,Guayas,429,15,2019
601,,Imbabura,44,15,2019
693,,Loja,38,15,2019
1103,,Los Ríos,69,15,2019
2016,,Manabí,142,15,2019
152,,Morona Santiago,14,15,2019
118,,Napo,8,15,2019
122,,Orellana,6,15,2019
87,,Pastaza,7,15,2019
3811,,Pichincha,209,15,2019
399,,Santa Elena,27,15,2019
708,,Sto. Domingo Tsáchilas,43,15,2019
192,,Sucumbíos,10,15,2019
820,,Tungurahua,67,15,2019
77,,Zamora Chinchipe,3,15,2019
1198,,Azuay,73,16,2019
266,,Bolívar,13,16,2019
221,,Carchi,15,16,2019
341,,Cañar,18,16,2019
753,,Chimborazo,46,16,2019
562,,Cotopaxi,25,16,2019
977,,El Oro,42,16,2019
569,,Esmeraldas,37,16,2019
15,,Galápagos,1,16,2019
7019,,Guayas,451,16,2019
629,,Imbabura,28,16,2019
739,,Loja,46,16,2019
1189,,Los Ríos,86,16,2019
2147,,Manabí,131,16,2019
163,,Morona Santiago,11,16,2019
124,,Napo,6,16,2019
135,,Orellana,13,16,2019
94,,Pastaza,7,16,2019
4038,,Pichincha,227,16,2019
419,,Santa Elena,20,16,2019
755,,Sto. Domingo Tsáchilas,47,16,2019
204,,Sucumbíos,12,16,2019
879,,Tungurahua,59,16,2019
80,,Zamora Chinchipe,3,16,2019
1270,,Azuay,72,17,2019
283,,Bolívar,17,17,2019
236,,Carchi,15,17,2019
356,,Cañar,15,17,2019
791,,Chimborazo,38,17,2019
599,,Cotopaxi,37,17,2019
1024,,El Oro,47,17,2019
606,,Esmeraldas,37,17,2019
16,,Galápagos,1,17,2019
7447,,Guayas,428,17,2019
665,,Imbabura,36,17,2019
792,,Loja,53,17,2019
1261,,Los Ríos,72,17,2019
2279,,Manabí,132,17,2019
173,,Morona Santiago,10,17,2019
140,,Napo,16,17,2019
143,,Orellana,8,17,2019
104,,Pastaza,10,17,2019
4290,,Pichincha,252,17,2019
440,,Santa Elena,21,17,2019
804,,Sto. Domingo Tsáchilas,49,17,2019
221,,Sucumbíos,17,17,2019
940,,Tungurahua,61,17,2019
86,,Zamora Chinchipe,6,17,2019
1354,,Azuay,84,18,2019
290,,Bolívar,7,18,2019
249,,Carchi,13,18,2019
371,,Cañar,15,18,2019
822,,Chimborazo,31,18,2019
646,,Cotopaxi,47,18,2019
1082,,El Oro,58,18,2019
632,,Esmeraldas,26,18,2019
16,,Galápagos,0,18,2019
7886,,Guayas,439,18,2019
694,,Imbabura,29,18,2019
838,,Loja,46,18,2019
1343,,Los Ríos,82,18,2019
2387,,Manabí,108,18,2019
188,,Morona Santiago,15,18,2019
150,,Napo,10,18,2019
152,,Orellana,9,18,2019
108,,Pastaza,4,18,2019
4551,,Pichincha,261,18,2019
467,,Santa Elena,27,18,2019
847,,Sto. Domingo Tsáchilas,43,18,2019
240,,Sucumbíos,19,18,2019
979,,Tungurahua,39,18,2019
88,,Zamora Chinchipe,2,18,2019
1442,,Azuay,88,19,2019
305,,Bolívar,15,19,2019
271,,Carchi,22,19,2019
392,,Cañar,21,19,2019
874,,Chimborazo,52,19,2019
685,,Cotopaxi,39,19,2019
1123,,El Oro,41,19,2019
655,,Esmeraldas,23,19,2019
17,,Galápagos,1,19,2019
8260,,Guayas,374,19,2019
738,,Imbabura,44,19,2019
883,,Loja,45,19,2019
1401,,Los Ríos,58,19,2019
2492,,Manabí,105,19,2019
196,,Morona Santiago,8,19,2019
154,,Napo,4,19,2019
162,,Orellana,10,19,2019
115,,Pastaza,7,19,2019
4775,,Pichincha,224,19,2019
492,,Santa Elena,25,19,2019
886,,Sto. Domingo Tsáchilas,39,19,2019
247,,Sucumbíos,7,19,2019
1036,,Tungurahua,57,19,2019
94,,Zamora Chinchipe,6,19,2019
1512,,Azuay,70,20,2019
329,,Bolívar,24,20,2019
281,,Carchi,10,20,2019
410,,Cañar,18,20,2019
914,,Chimborazo,40,20,2019
721,,Cotopaxi,36,20,2019
1188,,El Oro,65,20,2019
685,,Esmeraldas,30,20,2019
17,,Galápagos,0,20,2019
8652,,Guayas,392,20,2019
787,,Imbabura,49,20,2019
923,,Loja,40,20,2019
1478,,Los Ríos,77,20,2019
2603,,Manabí,111,20,2019
206,,Morona Santiago,10,20,2019
161,,Napo,7,20,2019
170,,Orellana,8,20,2019
120,,Pastaza,5,20,2019
5014,,Pichincha,239,20,2019
512,,Santa Elena,20,20,2019
926,,Sto. Domingo Tsáchilas,40,20,2019
257,,Sucumbíos,10,20,2019
1088,,Tungurahua,52,20,2019
96,,Zamora Chinchipe,2,20,2019
1596,,Azuay,84,21,2019
341,,Bolívar,12,21,2019
291,,Carchi,10,21,2019
427,,Cañar,17,21,2019
952,,Chimborazo,38,21,2019
752,,Cotopaxi,31,21,2019
1264,,El Oro,76,21,2019
715,,Esmeraldas,30,21,2019
18,,Galápagos,1,21,2019
9041,,Guayas,389,21,2019
833,,Imbabura,46,21,2019
966,,Loja,43,21,2019
1549,,Los Ríos,71,21,2019
2699,,Manabí,96,21,2019
214,,Morona Santiago,8,21,2019
168,,Napo,7,21,2019
177,,Orellana,7,21,2019
124,,Pastaza,4,21,2019
5267,,Pichincha,253,21,2019
539,,Santa Elena,27,21,2019
965,,Sto. Domingo Tsáchilas,39,21,2019
262,,Sucumbíos,5,21,2019
1141,,Tungurahua,53,21,2019
98,,Zamora Chinchipe,2,21,2019
1661,,Azuay,65,22,2019
359,,Bolívar,18,22,2019
303,,Carchi,12,22,2019
453,,Cañar,26,22,2019
1009,,Chimborazo,57,22,2019
780,,Cotopaxi,28,22,2019
1317,,El Oro,53,22,2019
746,,Esmeraldas,31,22,2019
18,,Galápagos,0,22,2019
9421,,Guayas,380,22,2019
871,,Imbabura,38,22,2019
1016,,Loja,50,22,2019
1620,,Los Ríos,71,22,2019
2822,,Manabí,123,22,2019
221,,Morona Santiago,7,22,2019
176,,Napo,8,22,2019
181,,Orellana,4,22,2019
129,,Pastaza,5,22,2019
5530,,Pichincha,263,22,2019
563,,Santa Elena,24,22,2019
1011,,Sto. Domingo Tsáchilas,46,22,2019
273,,Sucumbíos,11,22,2019
1189,,Tungurahua,48,22,2019
100,,Zamora Chinchipe,2,22,2019
1746,,Azuay,85,23,2019
377,,Bolívar,18,23,2019
317,,Carchi,14,23,2019
478,,Cañar,25,23,2019
1052,,Chimborazo,43,23,2019
814,,Cotopaxi,34,23,2019
1376,,El Oro,59,23,2019
775,,Esmeraldas,29,23,2019
19,,Galápagos,1,23,2019
9823,,Guayas,402,23,2019
910,,Imbabura,39,23,2019
1061,,Loja,45,23,2019
1682,,Los Ríos,62,23,2019
2953,,Manabí,131,23,2019
230,,Morona Santiago,9,23,2019
182,,Napo,6,23,2019
185,,Orellana,4,23,2019
130,,Pastaza,1,23,2019
5766,,Pichincha,236,23,2019
581,,Santa Elena,18,23,2019
1042,,Sto. Domingo Tsáchilas,31,23,2019
289,,Sucumbíos,16,23,2019
1227,,Tungurahua,38,23,2019
104,,Zamora Chinchipe,4,23,2019
1828,,Azuay,82,24,2019
397,,Bolívar,20,24,2019
334,,Carchi,17,24,2019
501,,Cañar,23,24,2019
1093,,Chimborazo,41,24,2019
843,,Cotopaxi,29,24,2019
1421,,El Oro,45,24,2019
821,,Esmeraldas,46,24,2019
19,,Galápagos,0,24,2019
10216,,Guayas,393,24,2019
949,,Imbabura,39,24,2019
1101,,Loja,40,24,2019
1750,,Los Ríos,68,24,2019
3060,,Manabí,107,24,2019
240,,Morona Santiago,10,24,2019
190,,Napo,8,24,2019
192,,Orellana,7,24,2019
135,,Pastaza,5,24,2019
6021,,Pichincha,255,24,2019
604,,Santa Elena,23,24,2019
1082,,Sto. Domingo Tsáchilas,40,24,2019
301,,Sucumbíos,12,24,2019
1286,,Tungurahua,59,24,2019
109,,Zamora Chinchipe,5,24,2019
1899,,Azuay,71,25,2019
407,,Bolívar,10,25,2019
351,,Carchi,17,25,2019
519,,Cañar,18,25,2019
1140,,Chimborazo,47,25,2019
873,,Cotopaxi,30,25,2019
1473,,El Oro,52,25,2019
859,,Esmeraldas,38,25,2019
19,,Galápagos,0,25,2019
10604,,Guayas,388,25,2019
991,,Imbabura,42,25,2019
1143,,Loja,42,25,2019
1829,,Los Ríos,79,25,2019
3176,,Manabí,116,25,2019
246,,Morona Santiago,6,25,2019
206,,Napo,16,25,2019
203,,Orellana,11,25,2019
138,,Pastaza,3,25,2019
6289,,Pichincha,268,25,2019
626,,Santa Elena,22,25,2019
1121,,Sto. Domingo Tsáchilas,39,25,2019
311,,Sucumbíos,10,25,2019
1338,,Tungurahua,52,25,2019
117,,Zamora Chinchipe,8,25,2019
1980,,Azuay,81,26,2019
427,,Bolívar,20,26,2019
361,,Carchi,10,26,2019
543,,Cañar,24,26,2019
1181,,Chimborazo,41,26,2019
907,,Cotopaxi,34,26,2019
1533,,El Oro,60,26,2019
877,,Esmeraldas,18,26,2019
20,,Galápagos,1,26,2019
10989,,Guayas,385,26,2019
1025,,Imbabura,34,26,2019
1192,,Loja,49,26,2019
1892,,Los Ríos,63,26,2019
3286,,Manabí,110,26,2019
257,,Morona Santiago,11,26,2019
221,,Napo,15,26,2019
211,,Orellana,8,26,2019
146,,Pastaza,8,26,2019
6564,,Pichincha,275,26,2019
650,,Santa Elena,24,26,2019
1153,,Sto. Domingo Tsáchilas,32,26,2019
321,,Sucumbíos,10,26,2019
1396,,Tungurahua,58,26,2019
123,,Zamora Chinchipe,6,26,2019
2045,,Azuay,65,27,2019
443,,Bolívar,16,27,2019
379,,Carchi,18,27,2019
565,,Cañar,22,27,2019
1230,,Chimborazo,49,27,2019
954,,Cotopaxi,47,27,2019
1585,,El Oro,52,27,2019
916,,Esmeraldas,39,27,2019
21,,Galápagos,1,27,2019
11410,,Guayas,421,27,2019
1066,,Imbabura,41,27,2019
1238,,Loja,46,27,2019
1962,,Los Ríos,70,27,2019
3411,,Manabí,125,27,2019
265,,Morona Santiago,8,27,2019
231,,Napo,10,27,2019
219,,Orellana,8,27,2019
151,,Pastaza,5,27,2019
6821,,Pichincha,257,27,2019
680,,Santa Elena,30,27,2019
1186,,Sto. Domingo Tsáchilas,33,27,2019
335,,Sucumbíos,14,27,2019
1455,,Tungurahua,59,27,2019
128,,Zamora Chinchipe,5,27,2019
2116,,Azuay,71,28,2019
456,,Bolívar,13,28,2019
392,,Carchi,13,28,2019
589,,Cañar,24,28,2019
1274,,Chimborazo,44,28,2019
998,,Cotopaxi,44,28,2019
1630,,El Oro,45,28,2019
949,,Esmeraldas,33,28,2019
21,,Galápagos,0,28,2019
11780,,Guayas,370,28,2019
1098,,Imbabura,32,28,2019
1279,,Loja,41,28,2019
2006,,Los Ríos,44,28,2019
3521,,Manabí,110,28,2019
272,,Morona Santiago,7,28,2019
240,,Napo,9,28,2019
232,,Orellana,13,28,2019
154,,Pastaza,3,28,2019
7076,,Pichincha,255,28,2019
708,,Santa Elena,28,28,2019
1223,,Sto. Domingo Tsáchilas,37,28,2019
351,,Sucumbíos,16,28,2019
1511,,Tungurahua,56,28,2019
128,,Zamora Chinchipe,0,28,2019
2202,,Azuay,86,29,2019
477,,Bolívar,21,29,2019
403,,Carchi,11,29,2019
619,,Cañar,30,29,2019
1312,,Chimborazo,38,29,2019
1041,,Cotopaxi,43,29,2019
1684,,El Oro,54,29,2019
983,,Esmeraldas,34,29,2019
21,,Galápagos,0,29,2019
12150,,Guayas,370,29,2019
1135,,Imbabura,37,29,2019
1332,,Loja,53,29,2019
2072,,Los Ríos,66,29,2019
3642,,Manabí,121,29,2019
278,,Morona Santiago,6,29,2019
248,,Napo,8,29,2019
245,,Orellana,13,29,2019
161,,Pastaza,7,29,2019
7344,,Pichincha,268,29,2019
737,,Santa Elena,29,29,2019
1262,,Sto. Domingo Tsáchilas,39,29,2019
359,,Sucumbíos,8,29,2019
1567,,Tungurahua,56,29,2019
134,,Zamora Chinchipe,6,29,2019
2295,,Azuay,93,30,2019
491,,Bolívar,14,30,2019
413,,Carchi,10,30,2019
645,,Cañar,26,30,2019
1347,,Chimborazo,35,30,2019
1082,,Cotopaxi,41,30,2019
1747,,El Oro,63,30,2019
1020,,Esmeraldas,37,30,2019
21,,Galápagos,0,30,2019
12542,,Guayas,392,30,2019
1169,,Imbabura,34,30,2019
1372,,Loja,40,30,2019
2139,,Los Ríos,67,30,2019
3768,,Manabí,126,30,2019
282,,Morona Santiago,4,30,2019
257,,Napo,9,30,2019
247,,Orellana,2,30,2019
173,,Pastaza,12,30,2019
7594,,Pichincha,250,30,2019
763,,Santa Elena,26,30,2019
1298,,Sto. Domingo Tsáchilas,36,30,2019
364,,Sucumbíos,5,30,2019
1605,,Tungurahua,38,30,2019
139,,Zamora Chinchipe,5,30,2019
2371,,Azuay,76,31,2019
505,,Bolívar,14,31,2019
423,,Carchi,10,31,2019
668,,Cañar,23,31,2019
1409,,Chimborazo,62,31,2019
1120,,Cotopaxi,38,31,2019
1793,,El Oro,46,31,2019
1040,,Esmeraldas,20,31,2019
23,,Galápagos,2,31,2019
12937,,Guayas,395,31,2019
1210,,Imbabura,41,31,2019
1425,,Loja,53,31,2019
2210,,Los Ríos,71,31,2019
3886,,Manabí,118,31,2019
288,,Morona Santiago,6,31,2019
267,,Napo,10,31,2019
257,,Orellana,10,31,2019
182,,Pastaza,9,31,2019
7830,,Pichincha,236,31,2019
782,,Santa Elena,19,31,2019
1337,,Sto. Domingo Tsáchilas,39,31,2019
373,,Sucumbíos,9,31,2019
1668,,Tungurahua,63,31,2019
141,,Zamora Chinchipe,2,31,2019
2450,,Azuay,79,32,2019
520,,Bolívar,15,32,2019
435,,Carchi,12,32,2019
693,,Cañar,25,32,2019
1460,,Chimborazo,51,32,2019
1156,,Cotopaxi,36,32,2019
1846,,El Oro,53,32,2019
1069,,Esmeraldas,29,32,2019
24,,Galápagos,1,32,2019
13324,,Guayas,387,32,2019
1245,,Imbabura,35,32,2019
1488,,Loja,63,32,2019
2282,,Los Ríos,72,32,2019
4021,,Manabí,135,32,2019
299,,Morona Santiago,11,32,2019
271,,Napo,4,32,2019
262,,Orellana,5,32,2019
185,,Pastaza,3,32,2019
8084,,Pichincha,254,32,2019
809,,Santa Elena,27,32,2019
1375,,Sto. Domingo Tsáchilas,38,32,2019
380,,Sucumbíos,7,32,2019
1729,,Tungurahua,61,32,2019
145,,Zamora Chinchipe,4,32,2019
2537,,Azuay,87,33,2019
534,,Bolívar,14,33,2019
454,,Carchi,19,33,2019
724,,Cañar,31,33,2019
1509,,Chimborazo,49,33,2019
1194,,Cotopaxi,38,33,2019
1902,,El Oro,56,33,2019
1103,,Esmeraldas,34,33,2019
25,,Galápagos,1,33,2019
13752,,Guayas,428,33,2019
