acumuladas,poblacion,provincia,total,mes,anio
14467,,Guayas,1773,8,2019
1375,,Imbabura,191,8,2019
1600,,Loja,209,8,2019
2469,,Los Ríos,299,8,2019
4352,,Manabí,543,8,2019
324,,Morona Santiago,41,8,2019
291,,Napo,30,8,2019
290,,Orellana,40,8,2019
199,,Pastaza,20,8,2019
8811,,Pichincha,1122,8,2019
891,,Santa Elena,121,8,2019
1489,,Sto. Domingo Tsáchilas,174,8,2019
414,,Sucumbíos,45,8,2019
1867,,Tungurahua,245,8,2019
159,,Zamora Chinchipe,20,8,2019
3015,,Azuay,336,9,2019
636,,Bolívar,76,9,2019
549,,Carchi,64,9,2019
857,,Cañar,84,9,2019
1803,,Chimborazo,219,9,2019
1439,,Cotopaxi,175,9,2019
2301,,El Oro,284,9,2019
1296,,Esmeraldas,143,9,2019
29,,Galápagos,3,9,2019
16170,,Guayas,1703,9,2019
1544,,Imbabura,169,9,2019
1802,,Loja,202,9,2019
2776,,Los Ríos,307,9,2019
4905,,Manabí,553,9,2019
367,,Morona Santiago,43,9,2019
317,,Napo,26,9,2019
319,,Orellana,29,9,2019
224,,Pastaza,25,9,2019
9913,,Pichincha,1102,9,2019
1021,,Santa Elena,130,9,2019
1679,,Sto. Domingo Tsáchilas,190,9,2019
469,,Sucumbíos,55,9,2019
2123,,Tungurahua,256,9,2019
179,,Zamora Chinchipe,20,9,2019
3321,,Azuay,306,10,2019
697,,Bolívar,61,10,2019
615,,Carchi,66,10,2019
954,,Cañar,97,10,2019
2005,,Chimborazo,202,10,2019
1585,,Cotopaxi,146,10,2019
2545,,El Oro,244,10,2019
1448,,Esmeraldas,152,10,2019
33,,Galápagos,4,10,2019
17874,,Guayas,1704,10,2019
1702,,Imbabura,158,10,2019
2004,,Loja,202,10,2019
3071,,Los Ríos,295,10,2019
5491,,Manabí,586,10,2019
411,,Morona Santiago,44,10,2019
345,,Napo,28,10,2019
352,,Orellana,33,10,2019
246,,Pastaza,22,10,2019
10977,,Pichincha,1064,10,2019
1097,,Santa Elena,76,10,2019
1845,,Sto. Domingo Tsáchilas,166,10,2019
526,,Sucumbíos,57,10,2019
2359,,Tungurahua,236,10,2019
206,,Zamora Chinchipe,27,10,2019
3648,,Azuay,327,11,2019
768,,Bolívar,71,11,2019
681,,Carchi,66,11,2019
1040,,Cañar,86,11,2019
2190,,Chimborazo,185,11,2019
1744,,Cotopaxi,159,11,2019
2814,,El Oro,269,11,2019
1582,,Esmeraldas,134,11,2019
40,,Galápagos,7,11,2019
19564,,Guayas,1690,11,2019
1850,,Imbabura,148,11,2019
2222,,Loja,218,11,2019
3373,,Los Ríos,302,11,2019
6069,,Manabí,578,11,2019
451,,Morona Santiago,40,11,2019
374,,Napo,29,11,2019
381,,Orellana,29,11,2019
275,,Pastaza,29,11,2019
12062,,Pichincha,1085,11,2019
1204,,Santa Elena,107,11,2019
1990,,Sto. Domingo Tsáchilas,145,11,2019
578,,Sucumbíos,52,11,2019
2582,,Tungurahua,223,11,2019
237,,Zamora Chinchipe,31,11,2019
3950,,Azuay,302,12,2019
826,,Bolívar,58,12,2019
737,,Carchi,56,12,2019
1099,,Cañar,59,12,2019
2361,,Chimborazo,171,12,2019
1892,,Cotopaxi,148,12,2019
3035,,El Oro,221,12,2019
1703,,Esmeraldas,121,12,2019
44,,Galápagos,4,12,2019
21275,,Guayas,1711,12,2019
1997,,Imbabura,147,12,2019
2395,,Loja,173,12,2019
3622,,Los Ríos,249,12,2019
6557,,Manabí,488,12,2019
502,,Morona Santiago,51,12,2019
399,,Napo,25,12,2019
409,,Orellana,28,12,2019
303,,Pastaza,28,12,2019
13214,,Pichincha,1152,12,2019
1296,,Santa Elena,92,12,2019
2160,,Sto. Domingo Tsáchilas,170,12,2019
622,,Sucumbíos,44,12,2019
2780,,Tungurahua,198,12,2019
253,,Zamora Chinchipe,16,12,2019
506,881394,Azuay,506,1,2021
110,209933,Bolívar,110,1,2021
151,186869,Carchi,151,1,2021
139,281396,Cañar,139,1,2021
320,524004,Chimborazo,320,1,2021
279,488716,Cotopaxi,279,1,2021
443,715751,El Oro,443,1,2021
176,591083,Esmeraldas,176,1,2021
12,33042,Galápagos,12,1,2021
2667,4387434,Guayas,2667,1,2021
275,476257,Imbabura,275,1,2021
250,521154,Loja,250,1,2021
441,921763,Los Ríos,441,1,2021
779,1562079,Manabí,779,1,2021
57,196535,Morona Santiago,57,1,2021
57,133705,Napo,57,1,2021
46,161338,Orellana,46,1,2021
42,114202,Pastaza,42,1,2021
1829,3228233,Pichincha,1829,1,2021
179,401178,Santa Elena,179,1,2021
246,511151,Sto. Domingo Tsáchilas,246,1,2021
85,230503,Sucumbíos,85,1,2021
448,590600,Tungurahua,448,1,2021
33,120416,Zamora Chinchipe,33,1,2021
985,881394,Azuay,479,2,2021
204,209933,Bolívar,94,2,2021
224,186869,Carchi,73,2,2021
271,281396,Cañar,132,2,2021
586,524004,Chimborazo,266,2,2021
552,488716,Cotopaxi,273,2,2021
909,715751,El Oro,466,2,2021
371,591083,Esmeraldas,195,2,2021
18,33042,Galápagos,6,2,2021
5134,4387434,Guayas,2467,2,2021
512,476257,Imbabura,237,2,2021
537,521154,Loja,287,2,2021
912,921763,Los Ríos,471,2,2021
1647,1562079,Manabí,868,2,2021
105,196535,Morona Santiago,48,2,2021
98,133705,Napo,41,2,2021
90,161338,Orellana,44,2,2021
71,114202,Pastaza,29,2,2021
3455,3228233,Pichincha,1626,2,2021
311,401178,Santa Elena,132,2,2021
515,511151,Sto. Domingo Tsáchilas,269,2,2021
160,230503,Sucumbíos,75,2,2021
800,590600,Tungurahua,352,2,2021
69,120416,Zamora Chinchipe,36,2,2021
1511,881394,Azuay,526,3,2021
353,209933,Bolívar,149,3,2021
320,186869,Carchi,96,3,2021
441,281396,Cañar,170,3,2021
921,524004,Chimborazo,335,3,2021
817,488716,Cotopaxi,265,3,2021
1407,715751,El Oro,498,3,2021
668,591083,Esmeraldas,297,3,2021
30,33042,Galápagos,12,3,2021
8288,4387434,Guayas,3154,3,2021
762,476257,Imbabura,250,3,2021
994,521154,Loja,457,3,2021
1505,921763,Los Ríos,593,3,2021
2794,1562079,Manabí,1147,3,2021
166,196535,Morona Santiago,61,3,2021
149,133705,Napo,51,3,2021
146,161338,Orellana,56,3,2021
118,114202,Pastaza,47,3,2021
5390,3228233,Pichincha,1935,3,2021
513,401178,Santa Elena,202,3,2021
904,511151,Sto. Domingo Tsáchilas,389,3,2021
263,230503,Sucumbíos,103,3,2021
1161,590600,Tungurahua,361,3,2021
109,120416,Zamora Chinchipe,40,3,2021
2110,881394,Azuay,599,4,2021
498,209933,Bolívar,145,4,2021
425,186869,Carchi,105,4,2021
594,281396,Cañar,153,4,2021
1300,524004,Chimborazo,379,4,2021
1128,488716,Cotopaxi,311,4,2021
2117,715751,El Oro,710,4,2021
947,591083,Esmeraldas,279,4,2021
39,33042,Galápagos,9,4,2021
12029,4387434,Guayas,3741,4,2021
1091,476257,Imbabura,329,4,2021
1511,521154,Loja,517,4,2021
2167,921763,Los Ríos,662,4,2021
3983,1562079,Manabí,1189,4,2021
226,196535,Morona Santiago,60,4,2021
199,133705,Napo,50,4,2021
204,161338,Orellana,58,4,2021
164,114202,Pastaza,46,4,2021
7872,3228233,Pichincha,2482,4,2021
791,401178,Santa Elena,278,4,2021
1336,511151,Sto. Domingo Tsáchilas,432,4,2021
383,230503,Sucumbíos,120,4,2021
1698,590600,Tungurahua,537,4,2021
196,120416,Zamora Chinchipe,87,4,2021
2709,881394,Azuay,599,5,2021
609,209933,Bolívar,111,5,2021
538,186869,Carchi,113,5,2021
750,281396,Cañar,156,5,2021
1669,524004,Chimborazo,369,5,2021
1446,488716,Cotopaxi,318,5,2021
2654,715751,El Oro,537,5,2021
1191,591083,Esmeraldas,244,5,2021
45,33042,Galápagos,6,5,2021
14985,4387434,Guayas,2956,5,2021
1451,476257,Imbabura,360,5,2021
1859,521154,Loja,348,5,2021
2708,921763,Los Ríos,541,5,2021
4841,1562079,Manabí,858,5,2021
283,196535,Morona Santiago,57,5,2021
258,133705,Napo,59,5,2021
260,161338,Orellana,56,5,2021
224,114202,Pastaza,60,5,2021
10150,3228233,Pichincha,2278,5,2021
953,401178,Santa Elena,162,5,2021
1665,511151,Sto. Domingo Tsáchilas,329,5,2021
485,230503,Sucumbíos,102,5,2021
2207,590600,Tungurahua,509,5,2021
247,120416,Zamora Chinchipe,51,5,2021
3192,881394,Azuay,483,6,2021
685,209933,Bolívar,76,6,2021
641,186869,Carchi,103,6,2021
864,281396,Cañar,114,6,2021
1951,524004,Chimborazo,282,6,2021
1682,488716,Cotopaxi,236,6,2021
3034,715751,El Oro,380,6,2021
1383,591083,Esmeraldas,192,6,2021
49,33042,Galápagos,4,6,2021
17172,4387434,Guayas,2187,6,2021
1692,476257,Imbabura,241,6,2021
2116,521154,Loja,257,6,2021
3091,921763,Los Ríos,383,6,2021
5528,1562079,Manabí,687,6,2021
336,196535,Morona Santiago,53,6,2021
303,133705,Napo,45,6,2021
311,161338,Orellana,51,6,2021
259,114202,Pastaza,35,6,2021
11798,3228233,Pichincha,1648,6,2021
1091,401178,Santa Elena,138,6,2021
1901,511151,Sto. Domingo Tsáchilas,236,6,2021
545,230503,Sucumbíos,60,6,2021
2553,590600,Tungurahua,346,6,2021
269,120416,Zamora Chinchipe,22,6,2021
3672,881394,Azuay,480,7,2021
769,209933,Bolívar,84,7,2021
740,186869,Carchi,99,7,2021
999,281396,Cañar,135,7,2021
2227,524004,Chimborazo,276,7,2021
1895,488716,Cotopaxi,213,7,2021
3363,715751,El Oro,329,7,2021
1566,591083,Esmeraldas,183,7,2021
53,33042,Galápagos,4,7,2021
19312,4387434,Guayas,2140,7,2021
1922,476257,Imbabura,230,7,2021
2348,521154,Loja,232,7,2021
3482,921763,Los Ríos,391,7,2021
6111,1562079,Manabí,583,7,2021
380,196535,Morona Santiago,44,7,2021
355,133705,Napo,52,7,2021
363,161338,Orellana,52,7,2021
294,114202,Pastaza,35,7,2021
13481,3228233,Pichincha,1683,7,2021
1234,401178,Santa Elena,143,7,2021
2103,511151,Sto. Domingo Tsáchilas,202,7,2021
621,230503,Sucumbíos,76,7,2021
2834,590600,Tungurahua,281,7,2021
291,120416,Zamora Chinchipe,22,7,2021
4068,881394,Azuay,396,8,2021
856,209933,Bolívar,87,8,2021
818,186869,Carchi,78,8,2021
1110,281396,Cañar,111,8,2021
2455,524004,Chimborazo,228,8,2021
2075,488716,Cotopaxi,180,8,2021
3705,715751,El Oro,342,8,2021
1733,591083,Esmeraldas,167,8,2021
60,33042,Galápagos,7,8,2021
21232,4387434,Guayas,1920,8,2021
2110,476257,Imbabura,188,8,2021
2578,521154,Loja,230,8,2021
3851,921763,Los Ríos,369,8,2021
6738,1562079,Manabí,627,8,2021
446,196535,Morona Santiago,66,8,2021
386,133705,Napo,31,8,2021
400,161338,Orellana,37,8,2021
327,114202,Pastaza,33,8,2021
14789,3228233,Pichincha,1308,8,2021
1355,401178,Santa Elena,121,8,2021
2300,511151,Sto. Domingo Tsáchilas,197,8,2021
699,230503,Sucumbíos,78,8,2021
3078,590600,Tungurahua,244,8,2021
322,120416,Zamora Chinchipe,31,8,2021
4393,881394,Azuay,325,9,2021
935,209933,Bolívar,79,9,2021
885,186869,Carchi,67,9,2021
1207,281396,Cañar,97,9,2021
2636,524004,Chimborazo,181,9,2021
2230,488716,Cotopaxi,155,9,2021
4017,715751,El Oro,312,9,2021
1905,591083,Esmeraldas,172,9,2021
65,33042,Galápagos,5,9,2021
23217,4387434,Guayas,1985,9,2021
2304,476257,Imbabura,194,9,2021
2800,521154,Loja,222,9,2021
4188,921763,Los Ríos,337,9,2021
7283,1562079,Manabí,545,9,2021
481,196535,Morona Santiago,35,9,2021
432,133705,Napo,46,9,2021
441,161338,Orellana,41,9,2021
354,114202,Pastaza,27,9,2021
15964,3228233,Pichincha,1175,9,2021
1461,401178,Santa Elena,106,9,2021
2493,511151,Sto. Domingo Tsáchilas,193,9,2021
751,230503,Sucumbíos,52,9,2021
3350,590600,Tungurahua,272,9,2021
338,120416,Zamora Chinchipe,16,9,2021
4754,881394,Azuay,361,10,2021
1007,209933,Bolívar,72,10,2021
954,186869,Carchi,69,10,2021
1298,281396,Cañar,91,10,2021
2829,524004,Chimborazo,193,10,2021
2374,488716,Cotopaxi,144,10,2021
4281,715751,El Oro,264,10,2021
2058,591083,Esmeraldas,153,10,2021
67,33042,Galápagos,2,10,2021
25165,4387434,Guayas,1948,10,2021
2471,476257,Imbabura,167,10,2021
3016,521154,Loja,216,10,2021
4553,921763,Los Ríos,365,10,2021
7875,1562079,Manabí,592,10,2021
514,196535,Morona Santiago,33,10,2021
466,133705,Napo,34,10,2021
503,161338,Orellana,62,10,2021
389,114202,Pastaza,35,10,2021
17089,3228233,Pichincha,1125,10,2021
1578,401178,Santa Elena,117,10,2021
2687,511151,Sto. Domingo Tsáchilas,194,10,2021
819,230503,Sucumbíos,68,10,2021
3595,590600,Tungurahua,245,10,2021
373,120416,Zamora Chinchipe,35,10,2021
5046,881394,Azuay,292,11,2021
1077,209933,Bolívar,70,11,2021
1010,186869,Carchi,56,11,2021
1375,281396,Cañar,77,11,2021
3009,524004,Chimborazo,180,11,2021
2530,488716,Cotopaxi,156,11,2021
4554,715751,El Oro,273,11,2021
2213,591083,Esmeraldas,155,11,2021
68,33042,Galápagos,1,11,2021
27190,4387434,Guayas,2025,11,2021
2666,476257,Imbabura,195,11,2021
3226,521154,Loja,210,11,2021
4907,921763,Los Ríos,354,11,2021
8517,1562079,Manabí,642,11,2021
550,196535,Morona Santiago,36,11,2021
511,133705,Napo,45,11,2021
554,161338,Orellana,51,11,2021
414,114202,Pastaza,25,11,2021
18185,3228233,Pichincha,1096,11,2021
1694,401178,Santa Elena,116,11,2021
2903,511151,Sto. Domingo Tsáchilas,216,11,2021
875,230503,Sucumbíos,56,11,2021
3833,590600,Tungurahua,238,11,2021
399,120416,Zamora Chinchipe,26,11,2021
5388,881394,Azuay,342,12,2021
1151,209933,Bolívar,74,12,2021
1066,186869,Carchi,56,12,2021
1464,281396,Cañar,89,12,2021
3215,524004,Chimborazo,206,12,2021
2672,488716,Cotopaxi,142,12,2021
4899,715751,El Oro,345,12,2021
2372,591083,Esmeraldas,159,12,2021
72,33042,Galápagos,4,12,2021
29348,4387434,Guayas,2158,12,2021
2852,476257,Imbabura,186,12,2021
3440,521154,Loja,214,12,2021
5281,921763,Los Ríos,374,12,2021
9208,1562079,Manabí,691,12,2021
616,196535,Morona Santiago,66,12,2021
556,133705,Napo,45,12,2021
594,161338,Orellana,40,12,2021
444,114202,Pastaza,30,12,2021
19431,3228233,Pichincha,1246,12,2021
1828,401178,Santa Elena,134,12,2021
3146,511151,Sto. Domingo Tsáchilas,243,12,2021
963,230503,Sucumbíos,88,12,2021
4085,590600,Tungurahua,252,12,2021
422,120416,Zamora Chinchipe,23,12,2021
,,Los Ríos,418,6,2022
,,Galápagos,8,4,2022
,,Napo,35,6,2022
,,Tungurahua,291,8,2022
,,Napo,42,12,2022
,,Pastaza,35,7,2022
,,Esmeraldas,180,6,2022
,,Carchi,56,6,2022
,,Sto. Domingo Tsáchilas,190,8,2022
,,Morona Santiago,70,5,2022
,,Esmeraldas,176,10,2022
,,Chimborazo,197,6,2022
,,Imbabura,208,8,2022
,,Azuay,428,2,2022
,,Santa Elena,230,1,2022
,,Bolívar,97,8,2022
,,Cañar,84,4,2022
,,El Oro,298,6,2022
,,Napo,43,11,2022
,,Chimborazo,269,2,2022
,,Esmeraldas,192,7,2022
,,Galápagos,5,12,2022
,,Cotopaxi,186,7,2022
,,Orellana,25,12,2022
,,Manabí,615,9,2022
,,Manabí,651,11,2022
,,Sucumbíos,69,8,2022
,,Cañar,121,7,2022
,,Pichincha,1135,9,2022
,,Bolívar,90,7,2022
,,Azuay,396,6,2022
,,Sucumbíos,81,2,2022
,,Azuay,371,7,2022
,,Pastaza,33,2,2022
,,Zamora Chinchipe,18,6,2022
,,Carchi,61,9,2022
,,Zamora Chinchipe,41,2,2022
,,El Oro,335,3,2022
,,Esmeraldas,231,3,2022
,,El Oro,292,11,2022
,,Guayas,2332,3,2022
,,Azuay,351,10,2022
,,Pastaza,28,4,2022
,,Los Ríos,349,5,2022
,,Pastaza,36,6,2022
,,Bolívar,80,12,2022
,,Azuay,381,12,2022
,,Santa Elena,106,8,2022
,,Guayas,3450,1,2022
,,Imbabura,166,5,2022
,,Sto. Domingo Tsáchilas,197,12,2022
,,Bolívar,88,1,2022
,,Chimborazo,204,10,2022
,,Loja,278,2,2022
,,Santa Elena,128,4,2022
,,Orellana,52,10,2022
,,Esmeraldas,217,5,2022
,,Orellana,45,6,2022
,,Pastaza,29,9,2022
,,Tungurahua,225,3,2022
,,Napo,36,9,2022
,,Sto. Domingo Tsáchilas,205,9,2022
,,Orellana,45,8,2022
,,Santa Elena,151,7,2022
,,Esmeraldas,179,11,2022
,,Pastaza,34,8,2022
,,Guayas,2205,12,2022
,,Zamora Chinchipe,24,11,2022
,,Loja,233,8,2022
,,Los Ríos,383,7,2022
,,Sto. Domingo Tsáchilas,267,2,2022
,,Santa Elena,124,3,2022
,,Bolívar,77,3,2022
,,Esmeraldas,139,12,2022
,,Imbabura,243,2,2022
,,Sto. Domingo Tsáchilas,227,11,2022
,,Carchi,64,7,2022
,,Imbabura,191,11,2022
,,Tungurahua,261,9,2022
,,Sto. Domingo Tsáchilas,206,3,2022
,,Napo,33,7,2022
,,Los Ríos,338,11,2022
,,Guayas,1971,11,2022
,,Zamora Chinchipe,34,7,2022
,,Carchi,72,3,2022
,,Chimborazo,203,12,2022
,,Galápagos,5,7,2022
,,Sucumbíos,68,5,2022
,,Morona Santiago,59,8,2022
,,El Oro,300,5,2022
,,Cotopaxi,207,8,2022
,,Orellana,54,5,2022
,,Pichincha,1341,2,2022
,,Galápagos,3,8,2022
,,Los Ríos,659,1,2022
,,Chimborazo,265,1,2022
,,Orellana,54,4,2022
,,Cañar,115,2,2022
,,Napo,43,1,2022
,,Carchi,71,4,2022
,,El Oro,268,10,2022
,,Zamora Chinchipe,46,1,2022
,,Sucumbíos,44,11,2022
,,Imbabura,240,7,2022
,,Sucumbíos,47,12,2022
,,Bolívar,75,11,2022
,,Bolívar,74,4,2022
,,Manabí,639,10,2022
,,Cotopaxi,180,3,2022
,,Cotopaxi,192,2,2022
,,Zamora Chinchipe,27,12,2022
,,Galápagos,5,5,2022
,,Carchi,82,1,2022
,,Bolívar,98,5,2022
,,Esmeraldas,227,2,2022
,,Napo,37,2,2022
,,Sto. Domingo Tsáchilas,249,7,2022
,,Zamora Chinchipe,31,10,2022
,,Galápagos,4,2,2022
,,Manabí,622,6,2022
,,Sucumbíos,53,10,2022
,,Sucumbíos,85,9,2022
,,Manabí,704,7,2022
,,Santa Elena,145,9,2022
,,Pichincha,1320,12,2022
,,Galápagos,6,10,2022
,,Tungurahua,251,7,2022
,,Loja,217,10,2022
,,Cañar,107,5,2022
,,El Oro,332,7,2022
,,Cañar,91,12,2022
,,Chimborazo,243,3,2022
,,Loja,197,11,2022
,,Esmeraldas,258,1,2022
,,Morona Santiago,52,3,2022
,,Cañar,119,8,2022
,,Morona Santiago,47,2,2022
,,Santa Elena,108,11,2022
,,Pichincha,1209,6,2022
,,Zamora Chinchipe,28,9,2022
,,Loja,182,12,2022
,,Chimborazo,199,9,2022
,,El Oro,338,4,2022
,,Galápagos,3,6,2022
,,Azuay,356,11,2022
,,Galápagos,6,3,2022
,,Imbabura,212,6,2022
,,Imbabura,214,3,2022
,,Orellana,43,3,2022
,,Pichincha,1196,3,2022
,,Esmeraldas,173,9,2022
,,El Oro,298,9,2022
,,Imbabura,203,12,2022
,,Sucumbíos,103,1,2022
,,Morona Santiago,37,11,2022
,,Sucumbíos,66,6,2022
,,Bolívar,84,2,2022
,,Sto. Domingo Tsáchilas,211,4,2022
,,Bolívar,61,6,2022
,,Loja,209,9,2022
,,Orellana,41,11,2022
,,Bolívar,64,9,2022
,,Zamora Chinchipe,34,5,2022
,,Manabí,1104,1,2022
,,Sto. Domingo Tsáchilas,242,5,2022
,,Imbabura,261,1,2022
,,Imbabura,175,4,2022
,,Guayas,2201,2,2022
,,Guayas,2174,4,2022
,,Azuay,376,8,2022
,,Santa Elena,131,2,2022
,,Los Ríos,403,8,2022
,,Los Ríos,348,9,2022
,,Manabí,605,5,2022
,,Pichincha,1077,4,2022
,,Santa Elena,120,12,2022
,,Morona Santiago,39,9,2022
,,Pichincha,1093,10,2022
,,Pastaza,37,10,2022
,,Esmeraldas,181,4,2022
,,El Oro,501,1,2022
,,Morona Santiago,56,4,2022
,,Napo,47,8,2022
,,Sto. Domingo Tsáchilas,232,6,2022
,,Carchi,60,5,2022
,,Galápagos,2,11,2022
,,Manabí,732,3,2022
,,Cotopaxi,145,12,2022
,,Tungurahua,271,12,2022
,,Carchi,79,12,2022
,,Guayas,2035,5,2022
,,Los Ríos,410,2,2022
,,Morona Santiago,57,6,2022
,,Manabí,642,4,2022
,,Pichincha,1335,7,2022
,,Los Ríos,353,12,2022
,,Napo,44,10,2022
,,Morona Santiago,57,1,2022
,,Sucumbíos,54,7,2022
,,Pastaza,34,1,2022
,,Pastaza,32,11,2022
,,Galápagos,6,9,2022
,,Cañar,95,11,2022
,,Manabí,718,2,2022
,,Loja,216,6,2022
,,Loja,297,1,2022
,,Loja,270,7,2022
,,Pastaza,36,3,2022
,,Sucumbíos,50,3,2022
,,Pichincha,1230,5,2022
,,Cotopaxi,171,4,2022
,,Galápagos,9,1,2022
,,Imbabura,192,9,2022
,,Cañar,113,6,2022
,,Chimborazo,236,7,2022
,,Pastaza,22,12,2022
,,Tungurahua,273,6,2022
,,El Oro,276,12,2022
,,Manabí,644,12,2022
,,Cotopaxi,164,11,2022
,,Esmeraldas,191,8,2022
,,Cañar,100,9,2022
,,El Oro,357,2,2022
,,Morona Santiago,46,7,2022
,,Loja,256,3,2022
,,Los Ríos,363,4,2022
,,Carchi,69,8,2022
,,Manabí,712,8,2022
,,Santa Elena,145,10,2022
,,Cañar,97,10,2022
,,Napo,43,3,2022
,,Orellana,37,2,2022
,,Santa Elena,140,5,2022
,,Tungurahua,223,10,2022
,,Cañar,113,3,2022
,,Napo,29,4,2022
,,Guayas,2126,6,2022
,,Guayas,2217,7,2022
,,Cotopaxi,167,5,2022
,,Carchi,77,10,2022
,,Chimborazo,254,8,2022
,,Sucumbíos,79,4,2022
,,Azuay,376,3,2022
,,Tungurahua,305,2,2022
,,Bolívar,75,10,2022
,,Azuay,395,9,2022
,,Los Ríos,357,10,2022
,,Napo,37,5,2022
,,Loja,204,5,2022
,,Pichincha,1569,1,2022
,,Carchi,69,11,2022
,,Guayas,2201,8,2022
,,Tungurahua,225,4,2022
,,Orellana,62,7,2022
,,Loja,191,4,2022
,,Cañar,129,1,2022
,,Cotopaxi,181,9,2022
,,Azuay,390,5,2022
,,Santa Elena,122,6,2022
,,Zamora Chinchipe,32,8,2022
,,Chimborazo,209,4,2022
,,Carchi,80,2,2022
,,Cotopaxi,181,10,2022
,,Morona Santiago,34,12,2022
,,Cotopaxi,187,1,2022
,,Sto. Domingo Tsáchilas,268,10,2022
,,Pichincha,1329,8,2022
,,Orellana,43,9,2022
,,Zamora Chinchipe,29,4,2022
,,Sto. Domingo Tsáchilas,305,1,2022
,,Los Ríos,364,3,2022
,,Azuay,462,1,2022
,,Zamora Chinchipe,36,3,2022
,,Tungurahua,313,1,2022
,,Guayas,2066,10,2022
,,Tungurahua,241,11,2022
,,Cotopaxi,177,6,2022
,,Azuay,378,4,2022
,,Pichincha,1151,11,2022
,,Morona Santiago,58,10,2022
,,Chimborazo,180,11,2022
,,Imbabura,176,10,2022
,,Guayas,1951,9,2022
,,Chimborazo,209,5,2022
,,Tungurahua,259,5,2022
,,El Oro,336,8,2022
,,Orellana,46,1,2022
,,Pastaza,28,5,2022
